"split_family","condition","task","repeat_id","positive_class","negative_class","n","tp","tn","fp","fn","accuracy","macro_f1","balanced_accuracy","mcc","precision_positive","recall_positive","f1_positive","support_positive","precision_negative","recall_negative","f1_negative","support_negative"
"P1","ds004504__EC","CN_vs_FTD",5,"FTD","CN",52,8,25,4,15,0.634615384615385,0.590890269151139,0.604947526236882,0.247425524764216,0.666666666666667,0.347826086956522,0.457142857142857,23,0.625,0.862068965517241,0.72463768115942,29
"P1","ds004504__EC","CN_vs_FTD",6,"FTD","CN",52,7,22,7,16,0.557692307692308,0.517547398144413,0.531484257871064,0.0705067274181741,0.5,0.304347826086957,0.378378378378378,23,0.578947368421053,0.758620689655172,0.656716417910448,29
"P1","ds004504__EC","CN_vs_FTD",7,"FTD","CN",52,6,25,4,17,0.596153846153846,0.53393085787452,0.561469265367316,0.154926707097258,0.6,0.260869565217391,0.363636363636364,23,0.595238095238095,0.862068965517241,0.704225352112676,29
"P1","ds004504__EC","CN_vs_FTD",8,"FTD","CN",52,8,28,1,15,0.692307692307692,0.638888888888889,0.656671664167916,0.411365519647685,0.888888888888889,0.347826086956522,0.5,23,0.651162790697674,0.96551724137931,0.777777777777778,29
"P1","ds004504__EC","CN_vs_FTD",9,"FTD","CN",52,8,23,6,15,0.596153846153846,0.559499798305768,0.570464767616192,0.157800770888294,0.571428571428571,0.347826086956522,0.432432432432432,23,0.605263157894737,0.793103448275862,0.686567164179105,29
"P1","ds004504__EC","CN_vs_FTD",10,"FTD","CN",52,2,27,2,21,0.557692307692308,0.424723424723425,0.508995502248876,0.0335326375507422,0.5,0.0869565217391304,0.148148148148148,23,0.5625,0.931034482758621,0.701298701298701,29
"P1","ds004504__EC","CN_vs_FTD",11,"FTD","CN",52,6,26,3,17,0.615384615384615,0.548611111111111,0.578710644677661,0.206666887861277,0.666666666666667,0.260869565217391,0.375,23,0.604651162790698,0.896551724137931,0.722222222222222,29
"P1","ds004504__EC","CN_vs_FTD",12,"FTD","CN",52,4,24,5,19,0.538461538461538,0.458333333333333,0.500749625187406,0.00196825607486931,0.444444444444444,0.173913043478261,0.25,23,0.558139534883721,0.827586206896552,0.666666666666667,29
"P1","ds004504__EC","CN_vs_FTD",13,"FTD","CN",52,6,23,6,17,0.557692307692308,0.504761904761905,0.526986506746627,0.0636237063679412,0.5,0.260869565217391,0.342857142857143,23,0.575,0.793103448275862,0.666666666666667,29
"P1","ds004504__EC","CN_vs_FTD",14,"FTD","CN",52,7,24,5,16,0.596153846153846,0.547826086956522,0.565967016491754,0.155524615566079,0.583333333333333,0.304347826086957,0.4,23,0.6,0.827586206896552,0.695652173913043,29
"P1","ds004504__EC","CN_vs_FTD",15,"FTD","CN",52,4,27,2,19,0.596153846153846,0.497931034482759,0.552473763118441,0.16314755964923,0.666666666666667,0.173913043478261,0.275862068965517,23,0.58695652173913,0.931034482758621,0.72,29
"P1","ds004504__EC","CN_vs_FTD",16,"FTD","CN",52,8,23,6,15,0.596153846153846,0.559499798305768,0.570464767616192,0.157800770888294,0.571428571428571,0.347826086956522,0.432432432432432,23,0.605263157894737,0.793103448275862,0.686567164179105,29
"P1","ds004504__EC","CN_vs_FTD",17,"FTD","CN",52,8,25,4,15,0.634615384615385,0.590890269151139,0.604947526236882,0.247425524764216,0.666666666666667,0.347826086956522,0.457142857142857,23,0.625,0.862068965517241,0.72463768115942,29
"P1","ds004504__EC","CN_vs_FTD",18,"FTD","CN",52,7,23,6,16,0.576923076923077,0.532679738562091,0.548725637181409,0.111775458502474,0.538461538461538,0.304347826086957,0.388888888888889,23,0.58974358974359,0.793103448275862,0.676470588235294,29
"P1","ds004504__EC","CN_vs_FTD",19,"FTD","CN",52,6,27,2,17,0.634615384615385,0.563411400795404,0.595952023988006,0.264165270565787,0.75,0.260869565217391,0.387096774193548,23,0.613636363636364,0.931034482758621,0.73972602739726,29
"P1","ds004504__EC","CN_vs_FTD",20,"FTD","CN",52,7,27,2,16,0.653846153846154,0.59375,0.617691154422789,0.309016203754481,0.777777777777778,0.304347826086957,0.4375,23,0.627906976744186,0.931034482758621,0.75,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",1,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",2,"AD_FTD","CN",88,58,0,29,1,0.659090909090909,0.397260273972603,0.491525423728814,-0.0751646028002829,0.666666666666667,0.983050847457627,0.794520547945205,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",3,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",4,"AD_FTD","CN",88,55,1,28,4,0.636363636363636,0.416735708367854,0.483343074225599,-0.0676434582324312,0.662650602409639,0.932203389830508,0.774647887323944,59,0.2,0.0344827586206897,0.0588235294117647,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",5,"AD_FTD","CN",88,56,2,27,3,0.659090909090909,0.453189726594863,0.50905902980713,0.0367885474597433,0.674698795180723,0.949152542372881,0.788732394366197,59,0.4,0.0689655172413793,0.117647058823529,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",6,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",7,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",8,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",9,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",10,"AD_FTD","CN",88,58,1,28,1,0.670454545454545,0.432258064516129,0.508766803039158,0.0553008779919737,0.674418604651163,0.983050847457627,0.8,59,0.5,0.0344827586206897,0.0645161290322581,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",11,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",12,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",13,"AD_FTD","CN",88,55,1,28,4,0.636363636363636,0.416735708367854,0.483343074225599,-0.0676434582324312,0.662650602409639,0.932203389830508,0.774647887323944,59,0.2,0.0344827586206897,0.0588235294117647,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",14,"AD_FTD","CN",88,56,0,29,3,0.636363636363636,0.388888888888889,0.474576271186441,-0.131711640076362,0.658823529411765,0.949152542372881,0.777777777777778,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",15,"AD_FTD","CN",88,57,0,29,2,0.647727272727273,0.393103448275862,0.483050847457627,-0.106915030784482,0.662790697674419,0.966101694915254,0.786206896551724,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",16,"AD_FTD","CN",88,59,0,29,0,0.670454545454545,0.401360544217687,0.5,0,0.670454545454545,1,0.802721088435374,59,0,0,0,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",17,"AD_FTD","CN",88,57,2,27,2,0.670454545454545,0.459207459207459,0.517533606078317,0.0791328134899008,0.678571428571429,0.966101694915254,0.797202797202797,59,0.5,0.0689655172413793,0.121212121212121,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",18,"AD_FTD","CN",88,55,3,26,4,0.659090909090909,0.476190476190476,0.517825832846289,0.0619317426972828,0.679012345679012,0.932203389830508,0.785714285714286,59,0.428571428571429,0.103448275862069,0.166666666666667,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",19,"AD_FTD","CN",88,55,1,28,4,0.636363636363636,0.416735708367854,0.483343074225599,-0.0676434582324312,0.662650602409639,0.932203389830508,0.774647887323944,59,0.2,0.0344827586206897,0.0588235294117647,29
"P1","ds006036__EO_or_photomark","AD_FTD_vs_CN",20,"AD_FTD","CN",88,57,1,28,2,0.659090909090909,0.427083333333333,0.500292226767972,0.00151392689742945,0.670588235294118,0.966101694915254,0.791666666666667,59,0.333333333333333,0.0344827586206897,0.0625,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",1,"AD","CN",65,24,12,17,12,0.553846153846154,0.538103406027934,0.540229885057471,0.0828765163422768,0.585365853658537,0.666666666666667,0.623376623376623,36,0.5,0.413793103448276,0.452830188679245,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",2,"AD","CN",65,29,8,21,7,0.569230769230769,0.519027484143763,0.540708812260536,0.0960589963462815,0.58,0.805555555555556,0.674418604651163,36,0.533333333333333,0.275862068965517,0.363636363636364,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",3,"AD","CN",65,25,12,17,11,0.569230769230769,0.551282051282051,0.55411877394636,0.112522566919377,0.595238095238095,0.694444444444444,0.641025641025641,36,0.521739130434783,0.413793103448276,0.461538461538462,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",4,"AD","CN",65,28,12,17,8,0.615384615384615,0.590576971529353,0.595785440613027,0.206328153530058,0.622222222222222,0.777777777777778,0.691358024691358,36,0.6,0.413793103448276,0.489795918367347,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",5,"AD","CN",65,29,11,18,7,0.615384615384615,0.583440143552935,0.592432950191571,0.205362847808419,0.617021276595745,0.805555555555556,0.698795180722892,36,0.611111111111111,0.379310344827586,0.468085106382979,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",6,"AD","CN",65,28,12,17,8,0.615384615384615,0.590576971529353,0.595785440613027,0.206328153530058,0.622222222222222,0.777777777777778,0.691358024691358,36,0.6,0.413793103448276,0.489795918367347,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",7,"AD","CN",65,28,6,23,8,0.523076923076923,0.4613739641807,0.492337164750958,-0.0185319289906349,0.549019607843137,0.777777777777778,0.64367816091954,36,0.428571428571429,0.206896551724138,0.27906976744186,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",8,"AD","CN",65,24,11,18,12,0.538461538461538,0.519230769230769,0.522988505747126,0.047797196567523,0.571428571428571,0.666666666666667,0.615384615384615,36,0.478260869565217,0.379310344827586,0.423076923076923,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",9,"AD","CN",65,25,15,14,11,0.615384615384615,0.606060606060606,0.605842911877395,0.214794445680689,0.641025641025641,0.694444444444444,0.666666666666667,36,0.576923076923077,0.517241379310345,0.545454545454545,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",10,"AD","CN",65,31,7,22,5,0.584615384615385,0.519046314058646,0.551245210727969,0.131312167641585,0.584905660377358,0.861111111111111,0.696629213483146,36,0.583333333333333,0.241379310344828,0.341463414634146,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",11,"AD","CN",65,26,11,18,10,0.569230769230769,0.545,0.550766283524904,0.107924396874752,0.590909090909091,0.722222222222222,0.65,36,0.523809523809524,0.379310344827586,0.44,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",12,"AD","CN",65,32,7,22,4,0.6,0.530555555555555,0.565134099616858,0.172701232333387,0.592592592592593,0.888888888888889,0.711111111111111,36,0.636363636363636,0.241379310344828,0.35,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",13,"AD","CN",65,28,10,19,8,0.584615384615385,0.55011535503717,0.561302681992337,0.136199194401439,0.595744680851064,0.777777777777778,0.674698795180723,36,0.555555555555556,0.344827586206897,0.425531914893617,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",14,"AD","CN",65,24,15,14,12,0.6,0.592181467181467,0.591954022988506,0.185514260281057,0.631578947368421,0.666666666666667,0.648648648648649,36,0.555555555555556,0.517241379310345,0.535714285714286,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",15,"AD","CN",65,26,12,17,10,0.584615384615385,0.564408041697692,0.568007662835249,0.142886937093555,0.604651162790698,0.722222222222222,0.658227848101266,36,0.545454545454545,0.413793103448276,0.470588235294118,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",16,"AD","CN",65,29,9,20,7,0.584615384615385,0.541176470588235,0.557950191570881,0.133744856663234,0.591836734693878,0.805555555555556,0.682352941176471,36,0.5625,0.310344827586207,0.4,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",17,"AD","CN",65,26,8,21,10,0.523076923076923,0.48346577800564,0.49904214559387,-0.00212811241252248,0.553191489361702,0.722222222222222,0.626506024096386,36,0.444444444444444,0.275862068965517,0.340425531914894,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",18,"AD","CN",65,24,9,20,12,0.507692307692308,0.48,0.488505747126437,-0.0244357124999438,0.545454545454545,0.666666666666667,0.6,36,0.428571428571429,0.310344827586207,0.36,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",19,"AD","CN",65,25,7,22,11,0.492307692307692,0.450140989489874,0.467911877394636,-0.071291765819503,0.531914893617021,0.694444444444444,0.602409638554217,36,0.388888888888889,0.241379310344828,0.297872340425532,29
"P1","ds006036__EO_or_photomark","AD_vs_CN",20,"AD","CN",65,28,8,21,8,0.553846153846154,0.50718954248366,0.526819923371648,0.0618984460590173,0.571428571428571,0.777777777777778,0.658823529411765,36,0.5,0.275862068965517,0.355555555555556,29
"P1","ds006036__EO_or_photomark","AD_vs_FTD",1,"AD","FTD",59,32,2,21,4,0.576271186440678,0.428516079039132,0.48792270531401,-0.0389763590433421,0.60377358490566,0.888888888888889,0.719101123595506,36,0.333333333333333,0.0869565217391304,0.137931034482759,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",2,"AD","FTD",59,31,2,21,5,0.559322033898305,0.418939393939394,0.474033816425121,-0.0783253952936787,0.596153846153846,0.861111111111111,0.704545454545455,36,0.285714285714286,0.0869565217391304,0.133333333333333,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",3,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",4,"AD","FTD",59,33,4,19,3,0.627118644067797,0.508333333333333,0.545289855072464,0.136614061558742,0.634615384615385,0.916666666666667,0.75,36,0.571428571428571,0.173913043478261,0.266666666666667,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",5,"AD","FTD",59,34,0,23,2,0.576271186440678,0.365591397849462,0.472222222222222,-0.149723591982364,0.596491228070175,0.944444444444444,0.731182795698925,36,0,0,0,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",6,"AD","FTD",59,34,2,21,2,0.610169491525424,0.447700447700448,0.515700483091787,0.0609181686875161,0.618181818181818,0.944444444444444,0.747252747252747,36,0.5,0.0869565217391304,0.148148148148148,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",7,"AD","FTD",59,29,3,20,7,0.542372881355932,0.432085561497326,0.467995169082126,-0.083207535928516,0.591836734693878,0.805555555555556,0.682352941176471,36,0.3,0.130434782608696,0.181818181818182,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",8,"AD","FTD",59,32,4,19,4,0.610169491525424,0.496848350018539,0.531400966183575,0.0894660150599945,0.627450980392157,0.888888888888889,0.735632183908046,36,0.5,0.173913043478261,0.258064516129032,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",9,"AD","FTD",59,26,7,16,10,0.559322033898305,0.508333333333333,0.513285024154589,0.0286126713521731,0.619047619047619,0.722222222222222,0.666666666666667,36,0.411764705882353,0.304347826086957,0.35,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",10,"AD","FTD",59,32,4,19,4,0.610169491525424,0.496848350018539,0.531400966183575,0.0894660150599945,0.627450980392157,0.888888888888889,0.735632183908046,36,0.5,0.173913043478261,0.258064516129032,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",11,"AD","FTD",59,31,4,19,5,0.593220338983051,0.48546511627907,0.517512077294686,0.0475090747610224,0.62,0.861111111111111,0.72093023255814,36,0.444444444444444,0.173913043478261,0.25,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",12,"AD","FTD",59,31,4,19,5,0.593220338983051,0.48546511627907,0.517512077294686,0.0475090747610224,0.62,0.861111111111111,0.72093023255814,36,0.444444444444444,0.173913043478261,0.25,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",13,"AD","FTD",59,35,3,20,1,0.644067796610169,0.495726495726496,0.551328502415459,0.199155551478418,0.636363636363636,0.972222222222222,0.769230769230769,36,0.75,0.130434782608696,0.222222222222222,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",14,"AD","FTD",59,32,3,20,4,0.593220338983051,0.463636363636364,0.509661835748792,0.0291443331325316,0.615384615384615,0.888888888888889,0.727272727272727,36,0.428571428571429,0.130434782608696,0.2,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",15,"AD","FTD",59,31,7,16,5,0.644067796610169,0.573493975903614,0.582729468599034,0.200477596403724,0.659574468085106,0.861111111111111,0.746987951807229,36,0.583333333333333,0.304347826086957,0.4,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",16,"AD","FTD",59,35,2,21,1,0.627118644067797,0.457357859531773,0.529589371980676,0.131379096467923,0.625,0.972222222222222,0.760869565217391,36,0.666666666666667,0.0869565217391304,0.153846153846154,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",17,"AD","FTD",59,33,2,21,3,0.593220338983051,0.438095238095238,0.501811594202899,0.00634489156355734,0.611111111111111,0.916666666666667,0.733333333333333,36,0.4,0.0869565217391304,0.142857142857143,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",18,"AD","FTD",59,33,3,20,3,0.610169491525424,0.474234792716001,0.523550724637681,0.0760039001345171,0.622641509433962,0.916666666666667,0.741573033707865,36,0.5,0.130434782608696,0.206896551724138,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",19,"AD","FTD",59,31,5,18,5,0.610169491525424,0.516221033868093,0.539251207729469,0.102046978025538,0.63265306122449,0.861111111111111,0.729411764705882,36,0.5,0.217391304347826,0.303030303030303,23
"P1","ds006036__EO_or_photomark","AD_vs_FTD",20,"AD","FTD",59,35,2,21,1,0.627118644067797,0.457357859531773,0.529589371980676,0.131379096467923,0.625,0.972222222222222,0.760869565217391,36,0.666666666666667,0.0869565217391304,0.153846153846154,23
"P1","ds006036__EO_or_photomark","CN_vs_FTD",1,"FTD","CN",52,8,24,5,15,0.615384615384615,0.57516339869281,0.587706146926537,0.201195825304453,0.615384615384615,0.347826086956522,0.444444444444444,23,0.615384615384615,0.827586206896552,0.705882352941177,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",2,"FTD","CN",52,5,26,3,18,0.596153846153846,0.517454706142289,0.556971514242879,0.156848129398436,0.625,0.217391304347826,0.32258064516129,23,0.590909090909091,0.896551724137931,0.712328767123288,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",3,"FTD","CN",52,4,27,2,19,0.596153846153846,0.497931034482759,0.552473763118441,0.16314755964923,0.666666666666667,0.173913043478261,0.275862068965517,23,0.58695652173913,0.931034482758621,0.72,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",4,"FTD","CN",52,8,26,3,15,0.653846153846154,0.60672268907563,0.622188905547226,0.2971915222639,0.727272727272727,0.347826086956522,0.470588235294118,23,0.634146341463415,0.896551724137931,0.742857142857143,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",5,"FTD","CN",52,7,28,1,16,0.673076923076923,0.60936809544852,0.634932533733134,0.371482411733138,0.875,0.304347826086957,0.451612903225806,23,0.636363636363636,0.96551724137931,0.767123287671233,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",6,"FTD","CN",52,6,25,4,17,0.596153846153846,0.53393085787452,0.561469265367316,0.154926707097258,0.6,0.260869565217391,0.363636363636364,23,0.595238095238095,0.862068965517241,0.704225352112676,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",7,"FTD","CN",52,5,25,4,18,0.576923076923077,0.503472222222222,0.539730134932534,0.104317571968073,0.555555555555556,0.217391304347826,0.3125,23,0.581395348837209,0.862068965517241,0.694444444444445,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",8,"FTD","CN",52,4,25,4,19,0.557692307692308,0.471498011489174,0.517991004497751,0.049530988231085,0.5,0.173913043478261,0.258064516129032,23,0.568181818181818,0.862068965517241,0.684931506849315,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",9,"FTD","CN",52,7,25,4,16,0.615384615384615,0.563025210084034,0.583208395802099,0.202381956879097,0.636363636363636,0.304347826086957,0.411764705882353,23,0.609756097560976,0.862068965517241,0.714285714285714,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",10,"FTD","CN",52,5,27,2,18,0.615384615384615,0.531531531531532,0.574212893553223,0.215981722650712,0.714285714285714,0.217391304347826,0.333333333333333,23,0.6,0.931034482758621,0.72972972972973,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",11,"FTD","CN",52,5,28,1,18,0.634615384615385,0.545747126436782,0.591454272863568,0.284342889674372,0.833333333333333,0.217391304347826,0.344827586206897,23,0.608695652173913,0.96551724137931,0.746666666666667,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",12,"FTD","CN",52,6,24,5,17,0.576923076923077,0.519327731092437,0.544227886056971,0.107572391494295,0.545454545454545,0.260869565217391,0.352941176470588,23,0.585365853658537,0.827586206896552,0.685714285714286,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",13,"FTD","CN",52,5,25,4,18,0.576923076923077,0.503472222222222,0.539730134932534,0.104317571968073,0.555555555555556,0.217391304347826,0.3125,23,0.581395348837209,0.862068965517241,0.694444444444445,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",14,"FTD","CN",52,5,23,6,18,0.538461538461538,0.47563025210084,0.505247376311844,0.0127628261094926,0.454545454545455,0.217391304347826,0.294117647058824,23,0.560975609756098,0.793103448275862,0.657142857142857,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",15,"FTD","CN",52,7,25,4,16,0.615384615384615,0.563025210084034,0.583208395802099,0.202381956879097,0.636363636363636,0.304347826086957,0.411764705882353,23,0.609756097560976,0.862068965517241,0.714285714285714,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",16,"FTD","CN",52,7,24,5,16,0.596153846153846,0.547826086956522,0.565967016491754,0.155524615566079,0.583333333333333,0.304347826086957,0.4,23,0.6,0.827586206896552,0.695652173913043,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",17,"FTD","CN",52,6,25,4,17,0.596153846153846,0.53393085787452,0.561469265367316,0.154926707097258,0.6,0.260869565217391,0.363636363636364,23,0.595238095238095,0.862068965517241,0.704225352112676,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",18,"FTD","CN",52,5,27,2,18,0.615384615384615,0.531531531531532,0.574212893553223,0.215981722650712,0.714285714285714,0.217391304347826,0.333333333333333,23,0.6,0.931034482758621,0.72972972972973,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",19,"FTD","CN",52,9,25,4,14,0.653846153846154,0.617647058823529,0.626686656671664,0.290616192106432,0.692307692307692,0.391304347826087,0.5,23,0.641025641025641,0.862068965517241,0.735294117647059,29
"P1","ds006036__EO_or_photomark","CN_vs_FTD",20,"FTD","CN",52,6,25,4,17,0.596153846153846,0.53393085787452,0.561469265367316,0.154926707097258,0.6,0.260869565217391,0.363636363636364,23,0.595238095238095,0.862068965517241,0.704225352112676,29
