"split_family","condition","task","metric","n_repeats","repeat_mean","repeat_sd","repeat_median","repeat_iqr","repeat_min","repeat_max","comparison_policy"
"P1","ds006036__EO_or_photomark","AD_vs_CN","precision_positive",20,0.588887592983956,0.0295848870499285,0.591372912801484,0.036315119813388,0.531914893617021,0.641025641025641,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_CN","recall_positive",20,0.748611111111111,0.0665172545975425,0.75,0.0902777777777779,0.666666666666667,0.888888888888889,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_CN","f1_positive",20,0.657773464594679,0.0328671723300147,0.658525688756515,0.0472084752618652,0.6,0.711111111111111,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_CN","precision_negative",20,0.528720793095793,0.0679431709698768,0.539393939393939,0.0839604236343366,0.388888888888889,0.636363636363636,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_CN","recall_negative",20,0.348275862068966,0.0901285839768116,0.362068965517241,0.137931034482759,0.206896551724138,0.517241379310345,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_CN","f1_negative",20,0.414521723568861,0.0760514242641644,0.42430441898527,0.114544221944097,0.27906976744186,0.545454545454545,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","accuracy",20,0.606779661016949,0.021011768807047,0.610169491525424,0.0338983050847458,0.576271186440678,0.644067796610169,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","macro_f1",20,0.467291776517811,0.0427446863542354,0.474278499278499,0.0640191475160261,0.378947368421053,0.528343023255814,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","balanced_accuracy",20,0.520380434782609,0.023658355337993,0.530495169082126,0.0365338164251207,0.480072463768116,0.553140096618358,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","mcc",20,0.0642461823641634,0.0779743033649318,0.0838141214162296,0.126369090307517,-0.0773192141033858,0.199155551478418,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","precision_positive",20,0.62126693486744,0.0127861507854937,0.626225490196078,0.0201136460479548,0.6,0.64,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","recall_positive",20,0.9125,0.0453086663196426,0.916666666666667,0.0555555555555556,0.805555555555556,1,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","f1_positive",20,0.738719540410624,0.0171109784781362,0.73448275862069,0.0287823287823288,0.707317073170732,0.769230769230769,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","precision_negative",20,0.464188034188034,0.166264051963535,0.5,0.195238095238095,0,0.75,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","recall_negative",20,0.128260869565217,0.0653697685945488,0.130434782608696,0.0869565217391304,0,0.260869565217391,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","AD_vs_FTD","f1_negative",20,0.195864012624997,0.0855350970529466,0.207142857142857,0.118589437999894,0,0.333333333333333,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","accuracy",20,0.6,0.0277142444970043,0.601694915254237,0.0254237288135594,0.542372881355932,0.644067796610169,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","macro_f1",20,0.469417266819612,0.0446856157698025,0.468935578176183,0.058753111923301,0.365591397849462,0.573493975903614,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","balanced_accuracy",20,0.517179951690821,0.0282820464716414,0.517512077294686,0.0295893719806762,0.467995169082126,0.582729468599034,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","mcc",20,0.0516069267115127,0.0914618312421771,0.0542136217242693,0.103035116072577,-0.149723591982364,0.200477596403724,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","precision_positive",20,0.619692084458336,0.0157864679671468,0.62,0.0163398692810457,0.591836734693878,0.659574468085106,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","recall_positive",20,0.893055555555555,0.0599673671275297,0.888888888888889,0.0625,0.722222222222222,0.972222222222222,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","f1_positive",20,0.730855430284703,0.0249819970842601,0.733333333333333,0.0261239181104689,0.666666666666667,0.769230769230769,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","precision_negative",20,0.459318394024276,0.162182267850304,0.472222222222222,0.117857142857143,0,0.75,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","recall_negative",20,0.141304347826087,0.0744762497040039,0.130434782608696,0.0869565217391304,0,0.304347826086957,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","AD_vs_FTD","f1_negative",20,0.20797910335452,0.0890528798804587,0.203448275862069,0.111239119303635,0,0.4,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","accuracy",20,0.600961538461538,0.0431707155607887,0.596153846153846,0.0576923076923077,0.519230769230769,0.653846153846154,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","macro_f1",20,0.529328167030661,0.0630365319374021,0.538269693842449,0.0577073296569314,0.384615384615385,0.617647058823529,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","balanced_accuracy",20,0.564430284857571,0.0457562163937813,0.561469265367316,0.046664167916042,0.479010494752624,0.626686656671664,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","mcc",20,0.166306652861407,0.119331342232496,0.159997844523833,0.153745227388709,-0.0577861529362658,0.309016203754481,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","precision_positive",20,0.619045676545677,0.138223953530558,0.630681818181818,0.18035298035298,0.333333333333333,0.833333333333333,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","recall_positive",20,0.247826086956522,0.0893269586504385,0.239130434782609,0.0978260869565218,0.0434782608695652,0.391304347826087,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","f1_positive",20,0.347654563756928,0.106901613825029,0.365962180200222,0.114263472571863,0.0769230769230769,0.5,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","precision_negative",20,0.597070371034724,0.0281883196204311,0.597297297297297,0.0274304499847978,0.545454545454545,0.641025641025641,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","recall_negative",20,0.881034482758621,0.0564673355576504,0.896551724137931,0.0775862068965517,0.758620689655172,0.96551724137931,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P0","ds006036__EO_or_photomark","CN_vs_FTD","f1_negative",20,0.711001770304394,0.0310134520410479,0.713307240704501,0.043325172007686,0.647887323943662,0.75,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","accuracy",20,0.604807692307692,0.0327042131215779,0.596153846153846,0.0240384615384617,0.538461538461538,0.673076923076923,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","macro_f1",20,0.539108334602021,0.0411236804584116,0.53393085787452,0.0490661249217613,0.471498011489174,0.617647058823529,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","balanced_accuracy",20,0.569227886056971,0.0335650573123243,0.563718140929535,0.0339205397301349,0.505247376311844,0.634932533733134,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","mcc",20,0.180017898790923,0.0866208309729023,0.159997844523833,0.0728935944541942,0.0127628261094926,0.371482411733138,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","precision_positive",20,0.636535409035409,0.102732563823129,0.620192307692308,0.121413308913309,0.454545454545455,0.875,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","recall_positive",20,0.260869565217391,0.0598475827488422,0.260869565217391,0.0869565217391305,0.173913043478261,0.391304347826087,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","f1_positive",20,0.366057219614849,0.066111574355464,0.358288770053476,0.0917042220113852,0.258064516129032,0.5,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","precision_negative",20,0.599801097958327,0.021071045890804,0.597619047619048,0.0231972428419935,0.560975609756098,0.641025641025641,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","recall_negative",20,0.877586206896552,0.0467679993164138,0.862068965517241,0.0431034482758621,0.793103448275862,0.96551724137931,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
"P1","ds006036__EO_or_photomark","CN_vs_FTD","f1_negative",20,0.712159449589194,0.0251031815702646,0.709105560032232,0.034379488183836,0.657142857142857,0.767123287671233,"P0_and_P1_reported_as_separate_descriptive_strata; no_paired_cross_representation_test"
