"tier","scenario_family","scenario_name","layer","world","condition","task","block","model","accuracy","balanced_accuracy","f1_pos","f1_neg","macro_f1","mcc"
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.576271186440678,0.527173913043478,0.683544303797468,0.358974358974359,0.521259331385914,0.0596215313202087
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.652135780885781,0.622258928571429,0.717600494383931,0.512323413940671,0.614961954162301,0.266866346438322
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.58494373010502,0.531365207373272,0.692096167244644,0.331247560544475,0.511671863894559,0.0709005412767659
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","AD_vs_FTD","switchBox","kTSP_k5_nondisjoint",0.57126504447933,0.579610058309038,0.600514836748857,0.516997722181106,0.558756279464981,0.161689750967632
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds004504__EC","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.686167800453515,0.695578231292517,0.674722669620629,0.676164425144017,0.675443547382323,0.410766655069052
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds004504__EC","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.78694234006734,0.76953125,0.707205236892737,0.826987884800385,0.767096560846561,0.588967090322943
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","ds004504__EC","CN_vs_FTD","switchBox","kTSP_k5_nondisjoint",0.787212121212121,0.77775,0.734503607503608,0.817388389388389,0.775945998445998,0.581904873011578
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds004504__EC","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.67320202020202,0.674,0.626919635919636,0.68331240981241,0.655116022866023,0.373914707537005
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","ds004504__EC","CN_vs_FTD","switchBox","kTSP_CV_disjoint",0.769181818181818,0.769833333333333,0.744198967698968,0.777572705072705,0.760885836385836,0.556930051899034
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.680808080808081,0.675673400673401,0.630489992611205,0.702677737526222,0.666583865068713,0.375760050594907
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","CN_vs_FTD","switchBox","kTSP_k3_disjoint",0.814767676767677,0.818333333333333,0.803390775890776,0.815352203352203,0.80937148962149,0.655529521246105
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","ds006036__EO_or_photomark","CN_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.794171717171717,0.794166666666667,0.772558497058497,0.803840659340659,0.788199578199578,0.605276302370458
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","CN_vs_FTD","switchBox","kTSP_k5_disjoint",0.673206815631058,0.672053872053872,0.630935506693082,0.689741963984388,0.660338735338735,0.364876869138952
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","ds006036__EO_or_photomark","CN_vs_FTD","switchBox","TSP_k1",0.747740026527905,0.756144781144781,0.737426266214145,0.741109563836837,0.739267915025491,0.530063471275608
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EC_train__EO_photo_test","CN_vs_FTD","switchBox","kTSP_CV_disjoint",0.807692307692308,0.818590704647676,0.807692307692308,0.807692307692308,0.807692307692308,0.637181409295352
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","CN_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.807692307692308,0.809595202398801,0.791666666666667,0.821428571428572,0.806547619047619,0.615510191486957
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EC_train__EO_photo_test","CN_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.769230769230769,0.770614692653673,0.75,0.785714285714286,0.767857142857143,0.538012540258575
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_k3_disjoint",0.826923076923077,0.831334332833583,0.816326530612245,0.836363636363636,0.826345083487941,0.658242628763011
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.788461538461538,0.778860569715142,0.744186046511628,0.819672131147541,0.781929088829584,0.569364041974775
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EO_photo_train__EC_test","CN_vs_FTD","switchBox","kTSP_CV_disjoint",0.807692307692308,0.796101949025487,0.761904761904762,0.838709677419355,0.800307219662058,0.610801940676245
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k9_disjoint",0.745126262626263,0.752833333333333,0.739236331483087,0.745185116295589,0.742210723889338,0.513164864240277
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.795015151515152,0.791916666666667,0.76884045358554,0.812621134995384,0.790730794290462,0.593715338485572
"tier4_pooled","pooled_condition","POOLED_EC_EO_subject_grouped","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","POOLED_EC_EO_subject_grouped","CN_vs_FTD","switchBox","kTSP_k5_disjoint",0.77120202020202,0.779291666666667,0.767388418276956,0.76990029872014,0.768644358498548,0.566693845233165
