"tier","scenario_family","scenario_name","layer","world","condition","task","block","model","accuracy","balanced_accuracy","f1_pos","f1_neg","macro_f1","mcc"
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","ds006036__EO_or_photomark","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.577456753772543,0.568364661654135,0.625361408728689,0.483400809716599,0.554381109222644,0.144852334383903
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_ABSOLUTE_CHANNEL_BAND","ds006036__EO_or_photomark","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.606485671191553,0.580756302521008,0.673566234146274,0.464804672451731,0.569185453299003,0.186481744248043
"tier1_main","single_condition","single_condition","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","ds006036__EO_or_photomark","AD_vs_FTD","switchBox","kTSP_k3_nondisjoint",0.600578908271216,0.582554945054945,0.664038600727608,0.481920765437249,0.572979683082429,0.174093621367052
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","RAW_DECILES","ds006036__EO_or_photomark","AD_vs_FTD","switchBox","kTSP_k9_nondisjoint",0.637398315969744,0.639413265306123,0.667355358989907,0.575639213394315,0.621497286192112,0.286875206607943
"tier1_main","single_condition","single_condition","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","ds006036__EO_or_photomark","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.5508604870307,0.549867021276596,0.587388857766303,0.474873825937656,0.531131341851979,0.104711938411378
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EC_train__EO_photo_test","AD_vs_FTD","switchBox","kTSP_k3_nondisjoint",0.644067796610169,0.645531400966184,0.686567164179104,0.588235294117647,0.637401229148376,0.284277188482228
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EC_train__EO_photo_test","AD_vs_FTD","switchBox","kTSP_CV_nondisjoint",0.644067796610169,0.559178743961353,0.764044943820225,0.275862068965517,0.519953506392871,0.190984159312376
"tier2_cross_condition","cross_condition_transfer","EC_train__EO_photo_test","P0_derivative_amplitude_deciles","REGION_AGGREGATES_ALL","EC_train__EO_photo_test","AD_vs_FTD","switchBox","kTSP_k3_disjoint",0.627118644067797,0.655193236714976,0.633333333333333,0.620689655172414,0.627011494252874,0.308161452101503
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P0_derivative_amplitude_deciles","DERIVED_DECILES_ALL","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_k9_disjoint",0.711864406779661,0.638285024154589,0.804597701149425,0.451612903225806,0.628105302187616,0.393994566321899
"tier2_cross_condition","cross_condition_transfer","EO_photo_train__EC_test","P1_psd_bandpower_from_derivatives","PSD_REGION_ABSOLUTE","EO_photo_train__EC_test","AD_vs_FTD","switchBox","kTSP_k3_disjoint",0.644067796610169,0.621980676328502,0.712328767123288,0.533333333333333,0.62283105022831,0.246050356496556
