split_family,layer,world,condition,task,repeat_id,negative_class,positive_class,outer_fold_n,original_selected_k_by_fold,adjusted_selected_k_by_fold,original_selected_k_mean,adjusted_selected_k_mean,delta_selected_k_mean_adjusted_minus_original,direction_sensitive_jaccard_mean,direction_insensitive_jaccard_mean,direction_sensitive_overlap_coefficient_mean,direction_insensitive_overlap_coefficient_mean,common_unordered_pair_n,reversed_common_pair_n,reversal_rate_among_common_unordered_pairs,original_train_relation_vote_n,original_train_tie_vote_n,original_train_tie_rate,original_test_relation_vote_n,original_test_tie_vote_n,original_test_tie_rate,adjusted_train_relation_vote_n,adjusted_train_tie_vote_n,adjusted_train_tie_rate,adjusted_test_relation_vote_n,adjusted_test_tie_vote_n,adjusted_test_tie_rate,delta_test_tie_rate_adjusted_minus_original,delta_train_tie_rate_adjusted_minus_original
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,CN_vs_FTD,17,CN,FTD,5,9|9|3|5|9,9|9|3|9|5,7.0,7.0,0.0,0.09214932126696833,0.09214932126696833,0.17333333333333334,0.17333333333333334,5,0,0.0,1458,0,0.0,362,0,0.0,1454,0,0.0,366,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,CN_vs_FTD,18,CN,FTD,5,9|9|3|5|9,9|3|3|3|3,7.0,4.2,-2.8,0.04,0.04,0.06666666666666667,0.06666666666666667,1,0,0.0,1458,0,0.0,362,0,0.0,870,0,0.0,222,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,CN_vs_FTD,19,CN,FTD,5,5|5|9|9|1,9|9|9|9|5,5.8,8.2,2.4,0.04038461538461539,0.04038461538461539,0.08444444444444445,0.08444444444444445,3,0,0.0,1200,0,0.0,308,0,0.0,1700,0,0.0,432,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,CN_vs_FTD,20,CN,FTD,5,9|5|9|3|9,9|3|3|9|9,7.0,6.6,-0.4,0.046753246753246755,0.046753246753246755,0.13333333333333333,0.13333333333333333,2,0,0.0,1456,0,0.0,364,0,0.0,1380,0,0.0,336,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,1,CN,AD_FTD,5,3|9|5|5|5,9|9|9|1|3,5.4,6.2,0.8,0.04395604395604395,0.04395604395604395,0.10666666666666666,0.10666666666666666,2,0,0.0,1900,0,0.0,476,0,0.0,2176,0,0.0,552,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,2,CN,AD_FTD,5,5|1|3|9|9,9|1|9|5|1,5.4,5.0,-0.4,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,1908,0,0.0,468,0,0.0,1752,0,0.0,448,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,3,CN,AD_FTD,5,9|3|5|1|3,3|5|9|1|3,4.2,4.2,0.0,0.04395604395604395,0.04395604395604395,0.10666666666666666,0.10666666666666666,2,0,0.0,1476,0,0.0,372,0,0.0,1476,0,0.0,372,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,4,CN,AD_FTD,5,5|9|5|9|3,5|9|3|3|9,6.2,5.8,-0.4,0.0,0.0,0.0,0.0,0,0,,2176,0,0.0,552,0,0.0,2048,0,0.0,504,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,5,CN,AD_FTD,5,9|3|5|9|5,9|9|9|9|9,6.2,9.0,2.8,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,2180,0,0.0,548,0,0.0,3168,0,0.0,792,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,6,CN,AD_FTD,5,9|3|5|9|5,3|9|3|5|9,6.2,5.8,-0.4,0.03076923076923077,0.03076923076923077,0.08,0.08,2,0,0.0,2180,0,0.0,548,0,0.0,2048,0,0.0,504,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,7,CN,AD_FTD,5,3|3|9|5|9,9|9|9|9|9,5.8,9.0,3.2,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,2048,0,0.0,504,0,0.0,3168,0,0.0,792,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,8,CN,AD_FTD,5,3|9|9|9|9,9|3|9|5|9,7.8,7.0,-0.8,0.03676470588235294,0.03676470588235294,0.06666666666666667,0.06666666666666667,3,0,0.0,2748,0,0.0,684,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,9,CN,AD_FTD,5,5|5|9|9|5,3|1|9|9|1,6.6,4.6,-2.0,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,2320,0,0.0,584,0,0.0,1612,0,0.0,412,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,10,CN,AD_FTD,5,5|9|3|9|5,9|9|3|3|3,6.2,5.4,-0.8,0.04,0.04,0.06666666666666667,0.06666666666666667,1,0,0.0,2180,0,0.0,548,0,0.0,1896,0,0.0,480,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,11,CN,AD_FTD,5,9|3|5|9|9,5|9|9|9|1,7.0,6.6,-0.4,0.033566433566433566,0.033566433566433566,0.10666666666666666,0.10666666666666666,2,0,0.0,2468,0,0.0,612,0,0.0,2312,0,0.0,592,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,12,CN,AD_FTD,5,9|9|9|5|5,9|3|5|5|3,7.4,5.0,-2.4,0.08008658008658008,0.08008658008658008,0.21333333333333332,0.21333333333333332,4,0,0.0,2600,0,0.0,656,0,0.0,1756,0,0.0,444,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,13,CN,AD_FTD,5,9|5|5|9|9,5|9|5|3|1,7.4,4.6,-2.8,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,2608,0,0.0,648,0,0.0,1612,0,0.0,412,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,14,CN,AD_FTD,5,9|9|9|9|5,9|3|9|5|3,8.2,5.8,-2.4,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,2880,0,0.0,728,0,0.0,2036,0,0.0,516,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,CN,AD_FTD,5,5|5|5|9|9,3|9|5|9|9,6.6,7.0,0.4,0.06113624937154349,0.06113624937154349,0.12444444444444444,0.12444444444444444,4,0,0.0,2328,0,0.0,576,0,0.0,2468,0,0.0,612,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,CN,AD_FTD,5,9|9|3|9|9,9|9|9|5|9,7.8,8.2,0.4,0.06994652406417112,0.06994652406417112,0.15555555555555556,0.15555555555555556,5,0,0.0,2748,0,0.0,684,0,0.0,2888,0,0.0,720,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,CN,AD_FTD,5,9|9|3|9|9,1|1|9|9|3,7.8,4.6,-3.2,0.0,0.0,0.0,0.0,0,0,,2748,0,0.0,684,0,0.0,1616,0,0.0,408,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,CN,AD_FTD,5,9|9|5|9|9,9|9|3|9|3,8.2,6.6,-1.6,0.09510489510489512,0.09510489510489512,0.17777777777777778,0.17777777777777778,6,0,0.0,2888,0,0.0,720,0,0.0,2316,0,0.0,588,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,CN,AD_FTD,5,5|9|9|5|9,9|3|9|1|9,7.4,6.2,-1.2,0.05,0.05,0.08888888888888888,0.08888888888888888,4,0,0.0,2608,0,0.0,648,0,0.0,2188,0,0.0,540,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,CN,AD_FTD,5,9|5|5|5|5,3|9|1|1|9,5.8,4.6,-1.2,0.05454545454545454,0.05454545454545454,0.12,0.12,3,0,0.0,2040,0,0.0,512,0,0.0,1628,0,0.0,396,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,1,CN,AD,5,3|5|3|5|9,9|1|9|9|9,5.0,7.4,2.4,0.0,0.0,0.0,0.0,0,0,,1306,0,0.0,319,0,0.0,1924,0,0.0,481,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,2,CN,AD,5,3|9|9|9|5,9|9|5|3|3,7.0,5.8,-1.2,0.07390256802021508,0.07390256802021508,0.19555555555555554,0.19555555555555554,4,0,0.0,1822,0,0.0,453,0,0.0,1502,0,0.0,383,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,3,CN,AD,5,9|3|9|9|5,9|5|9|9|3,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,,1816,0,0.0,459,0,0.0,1814,0,0.0,461,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,4,CN,AD,5,5|9|9|9|9,9|5|3|5|3,8.2,5.0,-3.2,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,2136,0,0.0,529,0,0.0,1294,0,0.0,331,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,5,CN,AD,5,3|9|9|5|3,5|9|9|9|1,5.8,6.6,0.8,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1508,0,0.0,377,0,0.0,1712,0,0.0,433,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,6,CN,AD,5,9|3|3|9|5,5|5|9|3|9,5.8,6.2,0.4,0.01818181818181818,0.01818181818181818,0.06666666666666667,0.06666666666666667,1,0,0.0,1504,0,0.0,381,0,0.0,1616,0,0.0,399,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,7,CN,AD,5,9|9|5|5|9,3|3|1|3|9,7.4,3.8,-3.6,0.0,0.0,0.0,0.0,0,0,,1924,0,0.0,481,0,0.0,994,0,0.0,241,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,8,CN,AD,5,1|5|9|5|9,9|5|3|9|9,5.8,7.0,1.2,0.0,0.0,0.0,0.0,0,0,,1516,0,0.0,369,0,0.0,1820,0,0.0,455,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,9,CN,AD,5,3|9|9|3|3,5|5|3|3|3,5.4,3.8,-1.6,0.0,0.0,0.0,0.0,0,0,,1404,0,0.0,351,0,0.0,986,0,0.0,249,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,10,CN,AD,5,9|9|3|3|3,3|9|9|3|9,5.4,6.6,1.2,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1398,0,0.0,357,0,0.0,1722,0,0.0,423,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,11,CN,AD,5,5|5|9|5|3,3|9|1|5|3,5.4,4.2,-1.2,0.0,0.0,0.0,0.0,0,0,,1402,0,0.0,353,0,0.0,1092,0,0.0,273,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,12,CN,AD,5,5|3|5|9|3,5|1|9|5|9,5.0,5.8,0.8,0.0,0.0,0.0,0.0,0,0,,1298,0,0.0,327,0,0.0,1512,0,0.0,373,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,13,CN,AD,5,3|5|5|5|9,5|9|9|9|9,5.4,8.2,2.8,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1410,0,0.0,345,0,0.0,2136,0,0.0,529,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,14,CN,AD,5,5|9|3|9|9,9|3|1|3|1,7.0,3.4,-3.6,0.0,0.0,0.0,0.0,0,0,,1824,0,0.0,451,0,0.0,876,0,0.0,229,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,15,CN,AD,5,9|5|5|9|9,3|9|3|1|9,7.4,5.0,-2.4,0.0,0.0,0.0,0.0,0,0,,1924,0,0.0,481,0,0.0,1306,0,0.0,319,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,16,CN,AD,5,3|9|9|5|9,3|1|3|1|9,7.0,3.4,-3.6,0.0,0.0,0.0,0.0,0,0,,1826,0,0.0,449,0,0.0,890,0,0.0,215,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,17,CN,AD,5,9|9|5|9|5,9|9|3|9|9,7.4,7.8,0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1920,0,0.0,485,0,0.0,2028,0,0.0,507,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,18,CN,AD,5,3|5|1|9|9,9|5|1|5|9,5.4,5.8,0.4,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1410,0,0.0,345,0,0.0,1508,0,0.0,377,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,19,CN,AD,5,5|5|9|3|3,5|3|9|9|3,5.0,5.8,0.8,0.04,0.04,0.06666666666666667,0.06666666666666667,1,0,0.0,1298,0,0.0,327,0,0.0,1506,0,0.0,379,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_CN,20,CN,AD,5,9|9|5|1|9,5|9|1|1|9,6.6,5.0,-1.6,0.0,0.0,0.0,0.0,0,0,,1716,0,0.0,429,0,0.0,1304,0,0.0,321,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,1,FTD,AD,5,5|9|3|9|9,9|5|9|5|9,7.0,7.4,0.4,0.03333333333333333,0.03333333333333333,0.08,0.08,2,0,0.0,1658,0,0.0,407,0,0.0,1744,0,0.0,439,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,2,FTD,AD,5,9|5|3|5|9,9|9|5|5|9,6.2,7.4,1.2,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1462,0,0.0,367,0,0.0,1744,0,0.0,439,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,3,FTD,AD,5,9|5|9|3|3,9|5|5|9|9,5.8,7.4,1.6,0.011764705882352941,0.011764705882352941,0.02222222222222222,0.02222222222222222,1,0,0.0,1360,3,0.0022058823529411764,351,0,0.0,1748,0,0.0,435,0,0.0,0.0,-0.0022058823529411764
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,4,FTD,AD,5,3|9|5|9|9,9|9|5|9|9,7.0,8.2,1.2,0.025,0.025,0.04444444444444444,0.04444444444444444,2,0,0.0,1660,0,0.0,405,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,5,FTD,AD,5,9|5|5|5|5,9|9|9|5|5,5.8,7.4,1.6,0.07692307692307693,0.07692307692307693,0.11111111111111112,0.11111111111111112,5,0,0.0,1364,0,0.0,347,0,0.0,1740,0,0.0,443,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,6,FTD,AD,5,9|5|9|9|9,5|9|9|9|9,8.2,8.2,0.0,0.056862745098039215,0.056862745098039215,0.12444444444444444,0.12444444444444444,4,0,0.0,1936,0,0.0,483,0,0.0,1940,0,0.0,479,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,7,FTD,AD,5,9|9|3|5|3,3|5|5|9|5,5.8,5.4,-0.4,0.04395604395604395,0.04395604395604395,0.10666666666666666,0.10666666666666666,2,0,0.0,1362,0,0.0,349,0,0.0,1280,0,0.0,313,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,8,FTD,AD,5,9|9|9|5|3,9|9|9|9|9,7.0,9.0,2.0,0.023529411764705882,0.023529411764705882,0.04444444444444444,0.04444444444444444,2,0,0.0,1644,0,0.0,421,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,9,FTD,AD,5,9|9|5|9|3,9|9|9|9|9,7.0,9.0,2.0,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1648,0,0.0,417,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,10,FTD,AD,5,9|3|5|5|9,9|5|9|9|9,6.2,8.2,2.0,0.05429864253393665,0.05429864253393665,0.12444444444444444,0.12444444444444444,4,0,0.0,1462,0,0.0,367,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,11,FTD,AD,5,3|9|9|5|9,9|9|9|9|9,7.0,9.0,2.0,0.03676470588235294,0.03676470588235294,0.06666666666666667,0.06666666666666667,3,0,0.0,1656,0,0.0,409,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,12,FTD,AD,5,9|5|9|9|9,5|9|9|5|9,8.2,7.4,-0.8,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1936,0,0.0,483,0,0.0,1748,0,0.0,435,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,13,FTD,AD,5,5|5|9|9|9,9|9|9|9|9,7.4,9.0,1.6,0.03891402714932127,0.03891402714932127,0.08444444444444445,0.08444444444444445,3,0,0.0,1752,0,0.0,431,0,0.0,2124,0,0.0,531,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,14,FTD,AD,5,9|5|9|9|9,5|9|9|9|9,8.2,8.2,0.0,0.023529411764705882,0.023529411764705882,0.04444444444444444,0.04444444444444444,2,0,0.0,1936,0,0.0,483,0,0.0,1940,0,0.0,479,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,15,FTD,AD,5,9|5|5|9|9,9|9|9|5|9,7.4,8.2,0.8,0.04038461538461539,0.04038461538461539,0.08444444444444445,0.08444444444444445,3,0,0.0,1748,7,0.004004576659038902,435,3,0.006896551724137931,1932,0,0.0,487,0,0.0,-0.006896551724137931,-0.004004576659038902
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,16,FTD,AD,5,9|3|5|5|5,9|5|9|5|5,5.4,6.6,1.2,0.0,0.0,0.0,0.0,0,0,,1270,3,0.002362204724409449,323,0,0.0,1552,0,0.0,395,0,0.0,0.0,-0.002362204724409449
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,17,FTD,AD,5,3|5|3|9|5,5|9|9|9|9,5.0,8.2,3.2,0.015384615384615385,0.015384615384615385,0.04,0.04,1,0,0.0,1186,0,0.0,289,0,0.0,1940,0,0.0,479,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,18,FTD,AD,5,9|9|9|5|5,3|9|5|9|9,7.4,7.0,-0.4,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1740,9,0.005172413793103448,443,2,0.004514672686230248,1660,0,0.0,405,0,0.0,-0.004514672686230248,-0.005172413793103448
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,19,FTD,AD,5,5|5|3|9|5,5|9|3|9|5,5.4,6.2,0.8,0.061764705882352944,0.061764705882352944,0.10222222222222223,0.10222222222222223,3,0,0.0,1278,0,0.0,315,0,0.0,1466,0,0.0,363,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,AD_vs_FTD,20,FTD,AD,5,5|5|9|9|3,9|5|9|9|9,6.2,8.2,2.0,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1464,0,0.0,365,0,0.0,1936,0,0.0,483,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,1,CN,FTD,5,5|3|3|9|9,3|9|5|9|5,5.8,6.2,0.4,0.05357142857142857,0.05357142857142857,0.1111111111111111,0.1111111111111111,3,0,0.0,1216,0,0.0,292,0,0.0,1290,0,0.0,322,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,2,CN,FTD,5,9|9|5|3|9,3|5|3|5|5,7.0,4.2,-2.8,0.06213786213786214,0.06213786213786214,0.17333333333333334,0.17333333333333334,3,0,0.0,1456,0,0.0,364,0,0.0,876,0,0.0,216,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,3,CN,FTD,5,5|3|9|9|9,5|5|3|9|9,7.0,6.2,-0.8,0.05,0.05,0.08,0.08,2,0,0.0,1462,0,0.0,358,0,0.0,1298,0,0.0,314,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,4,CN,FTD,5,9|5|3|9|9,9|9|9|5|9,7.0,8.2,1.2,0.04533113944878651,0.04533113944878651,0.1288888888888889,0.1288888888888889,3,0,0.0,1462,0,0.0,358,0,0.0,1704,0,0.0,428,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,5,CN,FTD,5,5|9|9|9|5,5|9|9|3|3,7.4,5.8,-1.6,0.029946524064171122,0.029946524064171122,0.08888888888888888,0.08888888888888888,2,0,0.0,1536,0,0.0,388,0,0.0,1198,0,0.0,310,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,6,CN,FTD,5,9|9|3|9|9,5|3|9|5|5,7.8,5.4,-2.4,0.04871794871794872,0.04871794871794872,0.12000000000000001,0.12000000000000001,3,0,0.0,1626,0,0.0,402,0,0.0,1122,0,0.0,282,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,7,CN,FTD,5,9|9|5|9|5,3|3|9|5|9,7.4,5.8,-1.6,0.0668997668997669,0.0668997668997669,0.18666666666666668,0.18666666666666668,4,0,0.0,1536,0,0.0,388,0,0.0,1212,0,0.0,296,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,8,CN,FTD,5,9|9|3|9|9,9|9|9|9|9,7.8,9.0,1.2,0.06524064171122995,0.06524064171122995,0.15555555555555556,0.15555555555555556,5,0,0.0,1626,0,0.0,402,0,0.0,1872,0,0.0,468,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,9,CN,FTD,5,9|9|5|3|9,5|9|3|9|5,7.0,6.2,-0.8,0.04395604395604395,0.04395604395604395,0.10666666666666666,0.10666666666666666,2,0,0.0,1456,0,0.0,364,0,0.0,1290,0,0.0,322,0,0.0,0.0,0.0
P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds006036__EO_or_photomark,CN_vs_FTD,10,CN,FTD,5,5|9|5|5|9,9|9|9|5|5,6.6,7.4,0.8,0.027149321266968326,0.027149321266968326,0.06222222222222222,0.06222222222222222,2,0,0.0,1376,0,0.0,340,0,0.0,1532,0,0.0,392,0,0.0,0.0,0.0
