split_family,layer,world,condition,task,repeat_id,negative_class,positive_class,oof_subject_n,outer_fold_n,original_accuracy,adjusted_accuracy,delta_accuracy_adjusted_minus_original,original_balanced_accuracy,adjusted_balanced_accuracy,delta_balanced_accuracy_adjusted_minus_original,original_macro_f1,adjusted_macro_f1,delta_macro_f1_adjusted_minus_original,original_mcc,adjusted_mcc,delta_mcc_adjusted_minus_original,original_precision_negative,adjusted_precision_negative,delta_precision_negative_adjusted_minus_original,original_recall_negative,adjusted_recall_negative,delta_recall_negative_adjusted_minus_original,original_f1_negative,adjusted_f1_negative,delta_f1_negative_adjusted_minus_original,original_support_negative,adjusted_support_negative,delta_support_negative_adjusted_minus_original,original_precision_positive,adjusted_precision_positive,delta_precision_positive_adjusted_minus_original,original_recall_positive,adjusted_recall_positive,delta_recall_positive_adjusted_minus_original,original_f1_positive,adjusted_f1_positive,delta_f1_positive_adjusted_minus_original,original_support_positive,adjusted_support_positive,delta_support_positive_adjusted_minus_original,original_tp,adjusted_tp,delta_tp_adjusted_minus_original,original_tn,adjusted_tn,delta_tn_adjusted_minus_original,original_fp,adjusted_fp,delta_fp_adjusted_minus_original,original_fn,adjusted_fn,delta_fn_adjusted_minus_original,prediction_changed_n,prediction_changed_proportion,correct_to_incorrect_n,correct_to_incorrect_proportion,incorrect_to_correct_n,incorrect_to_correct_proportion,net_correct_change_n
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,13,CN,AD,65,5,0.7538461538461538,0.6615384615384615,-0.09230769230769231,0.7375478927203065,0.6575670498084292,-0.07998084291187735,0.74,0.6575670498084292,-0.08243295019157082,0.5050047249988376,0.31513409961685823,-0.1898706253819794,0.8095238095238095,0.6206896551724138,-0.18883415435139572,0.5862068965517241,0.6206896551724138,0.034482758620689724,0.68,0.6206896551724138,-0.05931034482758624,29,29,0.0,0.7272727272727273,0.6944444444444444,-0.03282828282828287,0.8888888888888888,0.6944444444444444,-0.19444444444444442,0.7999999999999999,0.6944444444444444,-0.10555555555555551,36,36,0.0,32,25,-7.0,17,18,1.0,12,11,-1.0,4,11,7.0,12,0.18461538461538463,9,0.13846153846153847,3,0.046153846153846156,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,14,CN,AD,65,5,0.6923076923076923,0.7384615384615385,0.04615384615384621,0.6920498084291188,0.7404214559386972,0.04837164750957845,0.6904761904761906,0.7374673319078167,0.04699114143162608,0.38227316990966415,0.4781030439229421,0.09582987401327797,0.6451612903225806,0.6875,0.04233870967741937,0.6896551724137931,0.7586206896551724,0.06896551724137923,0.6666666666666667,0.7213114754098361,0.05464480874316935,29,29,0.0,0.7352941176470589,0.7878787878787878,0.05258467023172897,0.6944444444444444,0.7222222222222222,0.02777777777777779,0.7142857142857144,0.7536231884057971,0.039337474120082705,36,36,0.0,25,26,1.0,20,22,2.0,9,7,-2.0,11,10,-1.0,11,0.16923076923076924,4,0.06153846153846154,7,0.1076923076923077,3
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,15,CN,AD,65,5,0.7384615384615385,0.6615384615384615,-0.07692307692307698,0.7270114942528736,0.664272030651341,-0.0627394636015326,0.7292330311198236,0.6608159392789374,-0.06841709184088618,0.46766034221713354,0.3266720001306158,-0.14098834208651773,0.75,0.6060606060606061,-0.14393939393939392,0.6206896551724138,0.6896551724137931,0.06896551724137934,0.679245283018868,0.6451612903225807,-0.03408399269628726,29,29,0.0,0.7317073170731707,0.71875,-0.012957317073170715,0.8333333333333334,0.6388888888888888,-0.19444444444444453,0.7792207792207793,0.676470588235294,-0.10275019098548521,36,36,0.0,30,23,-7.0,18,20,2.0,11,9,-2.0,6,13,7.0,13,0.2,9,0.13846153846153847,4,0.06153846153846154,-5
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,16,CN,AD,65,5,0.7538461538461538,0.7230769230769231,-0.03076923076923077,0.7375478927203065,0.7231800766283525,-0.014367816091954033,0.74,0.7214285714285713,-0.018571428571428683,0.5050047249988376,0.444237648822702,-0.06076707617613564,0.8095238095238095,0.6774193548387096,-0.1321044546850999,0.5862068965517241,0.7241379310344828,0.13793103448275867,0.68,0.7,0.019999999999999907,29,29,0.0,0.7272727272727273,0.7647058823529411,0.03743315508021383,0.8888888888888888,0.7222222222222222,-0.16666666666666663,0.7999999999999999,0.7428571428571428,-0.05714285714285716,36,36,0.0,32,26,-6.0,17,21,4.0,12,8,-4.0,4,10,6.0,14,0.2153846153846154,8,0.12307692307692308,6,0.09230769230769231,-2
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,17,CN,AD,65,5,0.7230769230769231,0.7538461538461538,0.03076923076923077,0.7131226053639848,0.7476053639846744,0.03448275862068961,0.7149122807017545,0.7490347490347491,0.03412246833299459,0.43552166280673843,0.4995357946109721,0.06401413180423365,0.72,0.7407407407407407,0.020740740740740726,0.6206896551724138,0.6896551724137931,0.06896551724137934,0.6666666666666666,0.7142857142857143,0.04761904761904767,29,29,0.0,0.725,0.7631578947368421,0.03815789473684217,0.8055555555555556,0.8055555555555556,0.0,0.7631578947368423,0.7837837837837838,0.020625889046941515,36,36,0.0,29,29,0.0,18,20,2.0,11,9,-2.0,7,7,0.0,14,0.2153846153846154,6,0.09230769230769231,8,0.12307692307692308,2
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,18,CN,AD,65,5,0.7846153846153846,0.6923076923076923,-0.09230769230769231,0.7753831417624522,0.6920498084291188,-0.08333333333333337,0.7782651072124758,0.6904761904761906,-0.0877889167362852,0.5627527103682575,0.38227316990966415,-0.18047954045859332,0.8,0.6451612903225806,-0.15483870967741942,0.6896551724137931,0.6896551724137931,0.0,0.7407407407407408,0.6666666666666667,-0.07407407407407407,29,29,0.0,0.775,0.7352941176470589,-0.039705882352941146,0.8611111111111112,0.6944444444444444,-0.16666666666666674,0.8157894736842106,0.7142857142857144,-0.10150375939849621,36,36,0.0,31,25,-6.0,20,20,0.0,9,9,0.0,5,11,6.0,16,0.24615384615384617,11,0.16923076923076924,5,0.07692307692307693,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,19,CN,AD,65,5,0.6461538461538462,0.6461538461538462,0.0,0.6403256704980842,0.6503831417624522,0.010057471264367956,0.6407113674597452,0.6458185264155414,0.005107158955796165,0.2817328530613534,0.299336098133752,0.017603245072398577,0.6071428571428571,0.5882352941176471,-0.018907563025210017,0.5862068965517241,0.6896551724137931,0.10344827586206906,0.5964912280701754,0.6349206349206349,0.03842940685045948,29,29,0.0,0.6756756756756757,0.7096774193548387,0.03400174367916309,0.6944444444444444,0.6111111111111112,-0.08333333333333326,0.684931506849315,0.6567164179104478,-0.02821508893886726,36,36,0.0,25,22,-3.0,17,20,3.0,12,9,-3.0,11,14,3.0,16,0.24615384615384617,8,0.12307692307692308,8,0.12307692307692308,0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_CN,20,CN,AD,65,5,0.6461538461538462,0.6307692307692307,-0.015384615384615441,0.6369731800766283,0.6331417624521073,-0.003831417624520994,0.6375757575757577,0.6299810246679316,-0.007594732907826085,0.2779692826455979,0.2647662275111114,-0.013203055134486497,0.6153846153846154,0.5757575757575758,-0.03962703962703962,0.5517241379310345,0.6551724137931034,0.10344827586206895,0.5818181818181819,0.6129032258064515,0.03108504398826961,29,29,0.0,0.6666666666666666,0.6875,0.02083333333333337,0.7222222222222222,0.6111111111111112,-0.11111111111111105,0.6933333333333334,0.6470588235294118,-0.04627450980392156,36,36,0.0,26,22,-4.0,16,19,3.0,13,10,-3.0,10,14,4.0,11,0.16923076923076924,6,0.09230769230769231,5,0.07692307692307693,-1
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,1,FTD,AD,59,5,0.5084745762711864,0.423728813559322,-0.0847457627118644,0.5108695652173914,0.4414251207729468,-0.06944444444444453,0.5033381712626996,0.42356321839080463,-0.07977495287189501,0.02120790212264707,-0.11630996441185117,-0.13751786653449824,0.4,0.34285714285714286,-0.05714285714285716,0.5217391304347826,0.5217391304347826,0.0,0.4528301886792453,0.4137931034482759,-0.03903708523096938,23,23,0.0,0.6206896551724138,0.5416666666666666,-0.07902298850574718,0.5,0.3611111111111111,-0.1388888888888889,0.5538461538461539,0.43333333333333335,-0.12051282051282053,36,36,0.0,18,13,-5.0,12,12,0.0,11,11,0.0,18,23,5.0,19,0.3220338983050847,12,0.2033898305084746,7,0.11864406779661017,-5
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,2,FTD,AD,59,5,0.5932203389830508,0.3220338983050847,-0.2711864406779661,0.6038647342995169,0.34239130434782605,-0.26147342995169087,0.5902777777777779,0.32183908045977005,-0.26843869731800785,0.20288662414499237,-0.31791654973069855,-0.5208031738756909,0.4838709677419355,0.2702702702702703,-0.2136006974716652,0.6521739130434783,0.43478260869565216,-0.2173913043478261,0.5555555555555556,0.3333333333333333,-0.22222222222222227,23,23,0.0,0.7142857142857143,0.4090909090909091,-0.3051948051948052,0.5555555555555556,0.25,-0.3055555555555556,0.6250000000000001,0.31034482758620685,-0.31465517241379326,36,36,0.0,20,9,-11.0,15,10,-5.0,8,13,5.0,16,27,11.0,22,0.3728813559322034,19,0.3220338983050847,3,0.05084745762711865,-16
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,3,FTD,AD,59,5,0.5254237288135594,0.423728813559322,-0.10169491525423735,0.5404589371980677,0.4414251207729468,-0.09903381642512088,0.5241935483870968,0.42356321839080463,-0.10063032999629212,0.07949063940832507,-0.11630996441185117,-0.19580060382017622,0.42424242424242425,0.34285714285714286,-0.0813852813852814,0.6086956521739131,0.5217391304347826,-0.08695652173913049,0.5,0.4137931034482759,-0.08620689655172409,23,23,0.0,0.6538461538461539,0.5416666666666666,-0.11217948717948723,0.4722222222222222,0.3611111111111111,-0.1111111111111111,0.5483870967741936,0.43333333333333335,-0.11505376344086027,36,36,0.0,17,13,-4.0,14,12,-2.0,9,11,2.0,19,23,4.0,28,0.4745762711864407,17,0.288135593220339,11,0.1864406779661017,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,4,FTD,AD,59,5,0.5084745762711864,0.3728813559322034,-0.13559322033898302,0.5265700483091788,0.37620772946859904,-0.1503623188405797,0.5079091170549325,0.36998556998557,-0.1379235470693625,0.052447892922491114,-0.24237165111881034,-0.29481954404130145,0.4117647058823529,0.28125,-0.13051470588235292,0.6086956521739131,0.391304347826087,-0.2173913043478261,0.4912280701754386,0.3272727272727273,-0.1639553429027113,23,23,0.0,0.64,0.48148148148148145,-0.15851851851851856,0.4444444444444444,0.3611111111111111,-0.08333333333333331,0.5245901639344263,0.4126984126984127,-0.11189175123601358,36,36,0.0,16,13,-3.0,14,9,-5.0,9,14,5.0,20,23,3.0,26,0.4406779661016949,17,0.288135593220339,9,0.15254237288135594,-8
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,5,FTD,AD,59,5,0.576271186440678,0.4406779661016949,-0.13559322033898308,0.5585748792270531,0.4553140096618358,-0.1032608695652173,0.5579862151633204,0.4400345125107852,-0.11795170265253518,0.11630996441185117,-0.0882078199150987,-0.20451778432694986,0.4583333333333333,0.35294117647058826,-0.10539215686274506,0.4782608695652174,0.5217391304347826,0.04347826086956519,0.4680851063829787,0.4210526315789474,-0.04703247480403128,23,23,0.0,0.6571428571428571,0.56,-0.09714285714285709,0.6388888888888888,0.3888888888888889,-0.24999999999999994,0.647887323943662,0.45901639344262296,-0.18887093050103904,36,36,0.0,23,14,-9.0,11,12,1.0,12,11,-1.0,13,22,9.0,22,0.3728813559322034,15,0.2542372881355932,7,0.11864406779661017,-8
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,6,FTD,AD,59,5,0.559322033898305,0.4915254237288136,-0.06779661016949146,0.5603864734299517,0.5048309178743962,-0.05555555555555558,0.553030303030303,0.49020737327188946,-0.06282292975841353,0.11782167845915038,0.009491419630844785,-0.1083302588283056,0.4482758620689655,0.3939393939393939,-0.0543364681295716,0.5652173913043478,0.5652173913043478,0.0,0.4999999999999999,0.4642857142857143,-0.03571428571428559,23,23,0.0,0.6666666666666666,0.6153846153846154,-0.05128205128205121,0.5555555555555556,0.4444444444444444,-0.11111111111111116,0.606060606060606,0.5161290322580646,-0.08993157380254135,36,36,0.0,20,16,-4.0,13,13,0.0,10,10,0.0,16,20,4.0,16,0.2711864406779661,10,0.1694915254237288,6,0.1016949152542373,-4
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,7,FTD,AD,59,5,0.5254237288135594,0.4406779661016949,-0.08474576271186446,0.4933574879227053,0.43961352657004826,-0.05374396135265702,0.4926289926289926,0.434833091436865,-0.05779590119212763,-0.01353243878146282,-0.11782167845915038,-0.10428923967768756,0.38095238095238093,0.3333333333333333,-0.047619047619047616,0.34782608695652173,0.43478260869565216,0.08695652173913043,0.3636363636363636,0.3773584905660377,0.013722126929674117,23,23,0.0,0.6052631578947368,0.5517241379310345,-0.05353901996370236,0.6388888888888888,0.4444444444444444,-0.19444444444444442,0.6216216216216216,0.4923076923076923,-0.12931392931392932,36,36,0.0,23,16,-7.0,8,10,2.0,15,13,-2.0,13,20,7.0,25,0.423728813559322,15,0.2542372881355932,10,0.1694915254237288,-5
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,8,FTD,AD,59,5,0.4576271186440678,0.5084745762711864,0.05084745762711862,0.4849033816425121,0.5108695652173914,0.02596618357487923,0.45747126436781615,0.5033381712626996,0.045866906894883486,-0.030451776794128214,0.02120790212264707,0.05165967891677528,0.3783783783783784,0.4,0.021621621621621623,0.6086956521739131,0.5217391304347826,-0.08695652173913049,0.4666666666666667,0.4528301886792453,-0.01383647798742138,23,23,0.0,0.5909090909090909,0.6206896551724138,0.029780564263322873,0.3611111111111111,0.5,0.1388888888888889,0.4482758620689656,0.5538461538461539,0.1055702917771883,36,36,0.0,13,18,5.0,14,12,-2.0,9,11,2.0,23,18,-5.0,19,0.3220338983050847,8,0.13559322033898305,11,0.1864406779661017,3
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,9,FTD,AD,59,5,0.5084745762711864,0.3898305084745763,-0.11864406779661013,0.5108695652173914,0.4136473429951691,-0.09722222222222227,0.5033381712626996,0.3896551724137931,-0.11368299884890654,0.02120790212264707,-0.1741841632624134,-0.19539206538506046,0.4,0.32432432432432434,-0.07567567567567568,0.5217391304347826,0.5217391304347826,0.0,0.4528301886792453,0.4,-0.05283018867924527,23,23,0.0,0.6206896551724138,0.5,-0.12068965517241381,0.5,0.3055555555555556,-0.19444444444444442,0.5538461538461539,0.37931034482758624,-0.17453580901856763,36,36,0.0,18,11,-7.0,12,12,0.0,11,11,0.0,18,25,7.0,23,0.3898305084745763,15,0.2542372881355932,8,0.13559322033898305,-7
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,10,FTD,AD,59,5,0.576271186440678,0.5084745762711864,-0.06779661016949157,0.5742753623188406,0.5030193236714976,-0.07125603864734298,0.5683347966052092,0.4992683640620428,-0.06906643254316647,0.1450875277315934,0.00589786698095908,-0.1391896607506343,0.4642857142857143,0.39285714285714285,-0.07142857142857145,0.5652173913043478,0.4782608695652174,-0.08695652173913038,0.5098039215686274,0.4313725490196078,-0.0784313725490196,23,23,0.0,0.6774193548387096,0.6129032258064516,-0.06451612903225801,0.5833333333333334,0.5277777777777778,-0.05555555555555558,0.626865671641791,0.5671641791044777,-0.05970149253731327,36,36,0.0,21,19,-2.0,13,11,-2.0,10,12,2.0,15,17,2.0,22,0.3728813559322034,13,0.22033898305084745,9,0.15254237288135594,-4
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,11,FTD,AD,59,5,0.5932203389830508,0.4576271186440678,-0.13559322033898302,0.5960144927536233,0.4535024154589372,-0.14251207729468607,0.5874125874125875,0.44988344988344997,-0.13752913752913754,0.1873364687500491,-0.0907226924135458,-0.2780591611635949,0.4827586206896552,0.3448275862068966,-0.13793103448275862,0.6086956521739131,0.43478260869565216,-0.17391304347826092,0.5384615384615384,0.38461538461538464,-0.1538461538461538,23,23,0.0,0.7,0.5666666666666667,-0.1333333333333333,0.5833333333333334,0.4722222222222222,-0.11111111111111116,0.6363636363636365,0.5151515151515152,-0.12121212121212122,36,36,0.0,21,17,-4.0,14,10,-4.0,9,13,4.0,15,19,4.0,24,0.4067796610169492,16,0.2711864406779661,8,0.13559322033898305,-8
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,12,FTD,AD,59,5,0.5254237288135594,0.4067796610169492,-0.11864406779661019,0.5561594202898551,0.4196859903381642,-0.13647342995169087,0.5252873563218391,0.4060972102387116,-0.1191901460831275,0.11328060967415696,-0.1585356763338936,-0.2718162860080505,0.43243243243243246,0.3235294117647059,-0.10890302066772656,0.6956521739130435,0.4782608695652174,-0.21739130434782605,0.5333333333333333,0.3859649122807018,-0.14736842105263154,23,23,0.0,0.6818181818181818,0.52,-0.16181818181818175,0.4166666666666667,0.3611111111111111,-0.05555555555555558,0.5172413793103449,0.42622950819672134,-0.09101187111362352,36,36,0.0,15,13,-2.0,16,11,-5.0,7,12,5.0,21,23,2.0,21,0.3559322033898305,14,0.23728813559322035,7,0.11864406779661017,-7
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,13,FTD,AD,59,5,0.4915254237288136,0.4915254237288136,0.0,0.481280193236715,0.481280193236715,0.0,0.4794117647058824,0.4794117647058824,0.0,-0.03665132285211278,-0.03665132285211278,0.0,0.37037037037037035,0.37037037037037035,0.0,0.43478260869565216,0.43478260869565216,0.0,0.39999999999999997,0.39999999999999997,0.0,23,23,0.0,0.59375,0.59375,0.0,0.5277777777777778,0.5277777777777778,0.0,0.5588235294117648,0.5588235294117648,0.0,36,36,0.0,19,19,0.0,10,10,0.0,13,13,0.0,17,17,0.0,24,0.4067796610169492,12,0.2033898305084746,12,0.2033898305084746,0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,14,FTD,AD,59,5,0.576271186440678,0.4067796610169492,-0.1694915254237288,0.5664251207729469,0.3961352657004831,-0.17028985507246386,0.5637385388938184,0.3956687152472929,-0.1680698236465255,0.13050701992411579,-0.20288662414499237,-0.33339364406910815,0.46153846153846156,0.2857142857142857,-0.17582417582417587,0.5217391304347826,0.34782608695652173,-0.17391304347826086,0.4897959183673469,0.3137254901960784,-0.1760704281712685,23,23,0.0,0.6666666666666666,0.5161290322580645,-0.15053763440860213,0.6111111111111112,0.4444444444444444,-0.16666666666666674,0.6376811594202899,0.4776119402985074,-0.1600692191217825,36,36,0.0,22,16,-6.0,12,8,-4.0,11,15,4.0,14,20,6.0,22,0.3728813559322034,16,0.2711864406779661,6,0.1016949152542373,-10
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,15,FTD,AD,59,5,0.5254237288135594,0.4745762711864407,-0.050847457627118675,0.5404589371980677,0.49879227053140096,-0.04166666666666674,0.5241935483870968,0.47457627118644075,-0.04961727720065601,0.07949063940832507,-0.0024154589371980675,-0.08190609834552313,0.42424242424242425,0.3888888888888889,-0.03535353535353536,0.6086956521739131,0.6086956521739131,0.0,0.5,0.47457627118644075,-0.025423728813559254,23,23,0.0,0.6538461538461539,0.6086956521739131,-0.04515050167224077,0.4722222222222222,0.3888888888888889,-0.08333333333333331,0.5483870967741936,0.47457627118644075,-0.07381082558775287,36,36,0.0,17,14,-3.0,14,14,0.0,9,9,0.0,19,22,3.0,13,0.22033898305084745,8,0.13559322033898305,5,0.0847457627118644,-3
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,16,FTD,AD,59,5,0.5254237288135594,0.423728813559322,-0.10169491525423735,0.5247584541062802,0.45712560386473433,-0.06763285024154586,0.5186480186480187,0.42223502304147464,-0.09641299560654404,0.04830688816825166,-0.08834782840341722,-0.1366547165716689,0.41379310344827586,0.358974358974359,-0.05481874447391688,0.5217391304347826,0.6086956521739131,0.08695652173913049,0.4615384615384615,0.45161290322580644,-0.00992555831265507,23,23,0.0,0.6333333333333333,0.55,-0.08333333333333326,0.5277777777777778,0.3055555555555556,-0.2222222222222222,0.5757575757575758,0.39285714285714285,-0.18290043290043295,36,36,0.0,19,11,-8.0,12,14,2.0,11,9,-2.0,17,25,8.0,22,0.3728813559322034,14,0.23728813559322035,8,0.13559322033898305,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,17,FTD,AD,59,5,0.5254237288135594,0.5254237288135594,0.0,0.5169082125603865,0.5169082125603865,0.0,0.5141176470588236,0.5141176470588236,0.0,0.033104420640618,0.033104420640618,0.0,0.4074074074074074,0.4074074074074074,0.0,0.4782608695652174,0.4782608695652174,0.0,0.44000000000000006,0.44000000000000006,0.0,23,23,0.0,0.625,0.625,0.0,0.5555555555555556,0.5555555555555556,0.0,0.5882352941176471,0.5882352941176471,0.0,36,36,0.0,20,20,0.0,11,11,0.0,12,12,0.0,16,16,0.0,10,0.1694915254237288,5,0.0847457627118644,5,0.0847457627118644,0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,18,FTD,AD,59,5,0.5254237288135594,0.5084745762711864,-0.016949152542372947,0.5326086956521738,0.5344202898550725,0.0018115942028986698,0.5219907407407408,0.5084745762711865,-0.013516164469554282,0.06369696339435807,0.06884057971014493,0.005143616315786859,0.41935483870967744,0.4166666666666667,-0.0026881720430107503,0.5652173913043478,0.6521739130434783,0.08695652173913049,0.4814814814814815,0.5084745762711865,0.02699309478970502,23,23,0.0,0.6428571428571429,0.6521739130434783,0.009316770186335366,0.5,0.4166666666666667,-0.08333333333333331,0.5625000000000001,0.5084745762711865,-0.05402542372881358,36,36,0.0,18,15,-3.0,13,15,2.0,10,8,-2.0,18,21,3.0,21,0.3559322033898305,11,0.1864406779661017,10,0.1694915254237288,-1
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,19,FTD,AD,59,5,0.5254237288135594,0.5084745762711864,-0.016949152542372947,0.5326086956521738,0.5265700483091788,-0.006038647342995085,0.5219907407407408,0.5079091170549325,-0.014081623685808342,0.06369696339435807,0.052447892922491114,-0.011249070471866955,0.41935483870967744,0.4117647058823529,-0.007590132827324514,0.5652173913043478,0.6086956521739131,0.0434782608695653,0.4814814814814815,0.4912280701754386,0.009746588693957114,23,23,0.0,0.6428571428571429,0.64,-0.0028571428571428914,0.5,0.4444444444444444,-0.05555555555555558,0.5625000000000001,0.5245901639344263,-0.037909836065573854,36,36,0.0,18,16,-2.0,13,14,1.0,10,9,-1.0,18,20,2.0,13,0.22033898305084745,7,0.11864406779661017,6,0.1016949152542373,-1
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,AD_vs_FTD,20,FTD,AD,59,5,0.4067796610169492,0.4067796610169492,0.0,0.3961352657004831,0.3961352657004831,0.0,0.3956687152472929,0.3956687152472929,0.0,-0.20288662414499237,-0.20288662414499237,0.0,0.2857142857142857,0.2857142857142857,0.0,0.34782608695652173,0.34782608695652173,0.0,0.3137254901960784,0.3137254901960784,0.0,23,23,0.0,0.5161290322580645,0.5161290322580645,0.0,0.4444444444444444,0.4444444444444444,0.0,0.4776119402985074,0.4776119402985074,0.0,36,36,0.0,16,16,0.0,8,8,0.0,15,15,0.0,20,20,0.0,26,0.4406779661016949,13,0.22033898305084745,13,0.22033898305084745,0
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,1,CN,FTD,52,5,0.7115384615384616,0.5961538461538461,-0.11538461538461542,0.7143928035982009,0.588455772113943,-0.12593703148425794,0.7105751391465678,0.5887005649717514,-0.1218745741748164,0.4259217009643015,0.17784723704795571,-0.24807446391634577,0.7692307692307693,0.6333333333333333,-0.13589743589743597,0.6896551724137931,0.6551724137931034,-0.034482758620689724,0.7272727272727274,0.6440677966101694,-0.08320493066255796,29,29,0.0,0.6538461538461539,0.5454545454545454,-0.10839160839160844,0.7391304347826086,0.5217391304347826,-0.21739130434782605,0.693877551020408,0.5333333333333332,-0.16054421768707483,23,23,0.0,17,12,-5.0,20,19,-1.0,9,10,1.0,6,11,5.0,8,0.15384615384615385,7,0.1346153846153846,1,0.019230769230769232,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,2,CN,FTD,52,5,0.6923076923076923,0.5769230769230769,-0.11538461538461542,0.6881559220389806,0.5712143928035982,-0.11694152923538237,0.6881559220389806,0.5712143928035982,-0.11694152923538237,0.37631184407796103,0.1424287856071964,-0.23388305847076463,0.7241379310344828,0.6206896551724138,-0.10344827586206895,0.7241379310344828,0.6206896551724138,-0.10344827586206895,0.7241379310344829,0.6206896551724138,-0.10344827586206906,29,29,0.0,0.6521739130434783,0.5217391304347826,-0.13043478260869568,0.6521739130434783,0.5217391304347826,-0.13043478260869568,0.6521739130434783,0.5217391304347826,-0.13043478260869568,23,23,0.0,15,12,-3.0,21,18,-3.0,8,11,3.0,8,11,3.0,12,0.23076923076923078,9,0.17307692307692307,3,0.057692307692307696,-6
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,3,CN,FTD,52,5,0.6346153846153846,0.5576923076923077,-0.07692307692307687,0.6364317841079461,0.5539730134932533,-0.08245877061469276,0.6333951762523191,0.5535647629712579,-0.07983041328106122,0.27104108243182823,0.10754369227692666,-0.16349739015490156,0.6923076923076923,0.6071428571428571,-0.0851648351648352,0.6206896551724138,0.5862068965517241,-0.034482758620689724,0.6545454545454545,0.5964912280701754,-0.058054226475279136,29,29,0.0,0.5769230769230769,0.5,-0.07692307692307687,0.6521739130434783,0.5217391304347826,-0.13043478260869568,0.6122448979591837,0.5106382978723404,-0.1016066000868433,23,23,0.0,15,12,-3.0,18,17,-1.0,11,12,1.0,8,11,3.0,14,0.2692307692307692,9,0.17307692307692307,5,0.09615384615384616,-4
P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds004504__EC,CN_vs_FTD,4,CN,FTD,52,5,0.6538461538461539,0.6538461538461539,0.0,0.6446776611694153,0.6491754122938531,0.004497751124437843,0.6454545454545455,0.6491754122938531,0.0037208668393076128,0.2928895641563494,0.2983508245877061,0.005461260431356696,0.6774193548387096,0.6896551724137931,0.012235817575083519,0.7241379310344828,0.6896551724137931,-0.03448275862068961,0.7,0.6896551724137931,-0.010344827586206806,29,29,0.0,0.6190476190476191,0.6086956521739131,-0.010351966873705987,0.5652173913043478,0.6086956521739131,0.0434782608695653,0.5909090909090909,0.6086956521739131,0.017786561264822143,23,23,0.0,13,14,1.0,21,20,-1.0,8,9,1.0,10,9,-1.0,10,0.19230769230769232,5,0.09615384615384616,5,0.09615384615384616,0
