job_id,split_family,layer,world,condition,task,repeat_id,fold_id,negative_class,positive_class,original_selected_k,adjusted_selected_k,delta_selected_k_adjusted_minus_original,direction_sensitive_intersection_n,direction_sensitive_union_n,direction_sensitive_jaccard,direction_sensitive_overlap_coefficient,direction_insensitive_intersection_n,direction_insensitive_union_n,direction_insensitive_jaccard,direction_insensitive_overlap_coefficient,common_unordered_pair_n,reversed_common_pair_n,reversal_rate_among_common_unordered_pairs,original_train_relation_vote_n,original_train_tie_vote_n,original_train_tie_rate,original_test_relation_vote_n,original_test_tie_vote_n,original_test_tie_rate,adjusted_train_relation_vote_n,adjusted_train_tie_vote_n,adjusted_train_tie_rate,adjusted_test_relation_vote_n,adjusted_test_tie_vote_n,adjusted_test_tie_rate,delta_test_tie_rate_adjusted_minus_original,delta_train_tie_rate_adjusted_minus_original
tier1_main_001537,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,14,4,CN,AD_FTD,3,9,6,2,10,0.2,0.6666666666666666,2,10,0.2,0.6666666666666666,2,0,0.0,210,0,0.0,54,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001539,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,14,5,CN,AD_FTD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,360,0,0.0,80,0,0.0,216,0,0.0,48,0,0.0,0.0,0.0
tier1_main_001541,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,1,CN,AD_FTD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,630,0,0.0,162,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001543,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,2,CN,AD_FTD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,630,0,0.0,162,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001545,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,3,CN,AD_FTD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,210,0,0.0,54,0,0.0,0.0,0.0
tier1_main_001547,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,4,CN,AD_FTD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,210,0,0.0,54,0,0.0,0.0,0.0
tier1_main_001549,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,15,5,CN,AD_FTD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,648,0,0.0,144,0,0.0,648,0,0.0,144,0,0.0,0.0,0.0
tier1_main_001551,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,1,CN,AD_FTD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,630,0,0.0,162,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001553,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,2,CN,AD_FTD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001555,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,3,CN,AD_FTD,9,9,0,1,17,0.058823529411764705,0.1111111111111111,1,17,0.058823529411764705,0.1111111111111111,1,0,0.0,630,0,0.0,162,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001557,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,4,CN,AD_FTD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001559,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,16,5,CN,AD_FTD,5,9,4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,360,0,0.0,80,0,0.0,648,0,0.0,144,0,0.0,0.0,0.0
tier1_main_001561,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,1,CN,AD_FTD,9,9,0,2,16,0.125,0.2222222222222222,2,16,0.125,0.2222222222222222,2,0,0.0,630,0,0.0,162,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001563,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,2,CN,AD_FTD,9,9,0,2,16,0.125,0.2222222222222222,2,16,0.125,0.2222222222222222,2,0,0.0,630,0,0.0,162,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001565,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,3,CN,AD_FTD,9,9,0,2,16,0.125,0.2222222222222222,2,16,0.125,0.2222222222222222,2,0,0.0,630,0,0.0,162,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001567,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,4,CN,AD_FTD,5,5,0,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001569,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,17,5,CN,AD_FTD,9,9,0,2,16,0.125,0.2222222222222222,2,16,0.125,0.2222222222222222,2,0,0.0,648,0,0.0,144,0,0.0,648,0,0.0,144,0,0.0,0.0,0.0
tier1_main_001571,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,1,CN,AD_FTD,3,9,6,1,11,0.09090909090909091,0.3333333333333333,1,11,0.09090909090909091,0.3333333333333333,1,0,0.0,210,0,0.0,54,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001573,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,2,CN,AD_FTD,9,1,-8,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,630,0,0.0,162,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001575,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,3,CN,AD_FTD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001577,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,4,CN,AD_FTD,3,5,2,2,6,0.3333333333333333,0.6666666666666666,2,6,0.3333333333333333,0.6666666666666666,2,0,0.0,210,0,0.0,54,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001579,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,18,5,CN,AD_FTD,5,5,0,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,360,0,0.0,80,0,0.0,360,0,0.0,80,0,0.0,0.0,0.0
tier1_main_001581,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,1,CN,AD_FTD,9,1,-8,1,9,0.1111111111111111,1.0,1,9,0.1111111111111111,1.0,1,0,0.0,630,0,0.0,162,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001583,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,2,CN,AD_FTD,3,9,6,2,10,0.2,0.6666666666666666,2,10,0.2,0.6666666666666666,2,0,0.0,210,0,0.0,54,0,0.0,630,0,0.0,162,0,0.0,0.0,0.0
tier1_main_001585,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,3,CN,AD_FTD,9,5,-4,1,13,0.07692307692307693,0.2,1,13,0.07692307692307693,0.2,1,0,0.0,630,0,0.0,162,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001587,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,4,CN,AD_FTD,9,1,-8,1,9,0.1111111111111111,1.0,1,9,0.1111111111111111,1.0,1,0,0.0,630,0,0.0,162,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001589,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,19,5,CN,AD_FTD,5,5,0,1,9,0.1111111111111111,0.2,1,9,0.1111111111111111,0.2,1,0,0.0,360,0,0.0,80,0,0.0,360,0,0.0,80,0,0.0,0.0,0.0
tier1_main_001591,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,1,CN,AD_FTD,3,3,0,1,5,0.2,0.3333333333333333,1,5,0.2,0.3333333333333333,1,0,0.0,210,0,0.0,54,0,0.0,210,0,0.0,54,0,0.0,0.0,0.0
tier1_main_001593,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,2,CN,AD_FTD,3,5,2,2,6,0.3333333333333333,0.6666666666666666,2,6,0.3333333333333333,0.6666666666666666,2,0,0.0,210,0,0.0,54,0,0.0,350,0,0.0,90,0,0.0,0.0,0.0
tier1_main_001595,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,3,CN,AD_FTD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001597,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,4,CN,AD_FTD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,350,0,0.0,90,0,0.0,70,0,0.0,18,0,0.0,0.0,0.0
tier1_main_001599,P0,P0_derivative_amplitude_deciles,RAW_DECILES,ds006036__EO_or_photomark,AD_FTD_vs_CN,20,5,CN,AD_FTD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,216,0,0.0,48,0,0.0,648,0,0.0,144,0,0.0,0.0,0.0
tier1_main_001601,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,1,1,CN,AD,5,9,4,1,13,0.07692307692307693,0.2,1,13,0.07692307692307693,0.2,1,0,0.0,255,0,0.0,70,0,0.0,459,0,0.0,126,0,0.0,0.0,0.0
tier1_main_001603,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,1,2,CN,AD,3,3,0,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,156,0,0.0,39,0,0.0,0.0,0.0
tier1_main_001605,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,1,3,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001607,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,1,4,CN,AD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001609,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,1,5,CN,AD,9,3,-6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,477,0,0.0,108,0,0.0,159,0,0.0,36,0,0.0,0.0,0.0
tier1_main_001611,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,2,1,CN,AD,9,3,-6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,459,0,0.0,126,0,0.0,153,0,0.0,42,0,0.0,0.0,0.0
tier1_main_001613,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,2,2,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001615,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,2,3,CN,AD,5,9,4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,260,0,0.0,65,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001617,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,2,4,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001619,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,2,5,CN,AD,5,9,4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,265,0,0.0,60,0,0.0,477,0,0.0,108,0,0.0,0.0,0.0
tier1_main_001621,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,3,1,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,459,0,0.0,126,0,0.0,459,0,0.0,126,0,0.0,0.0,0.0
tier1_main_001623,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,3,2,CN,AD,3,5,2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001625,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,3,3,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001627,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,3,4,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001629,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,3,5,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,159,0,0.0,36,0,0.0,477,0,0.0,108,0,0.0,0.0,0.0
tier1_main_001631,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,4,1,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,459,0,0.0,126,0,0.0,459,0,0.0,126,0,0.0,0.0,0.0
tier1_main_001633,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,4,2,CN,AD,9,3,-6,1,11,0.09090909090909091,0.3333333333333333,1,11,0.09090909090909091,0.3333333333333333,1,0,0.0,468,0,0.0,117,0,0.0,156,0,0.0,39,0,0.0,0.0,0.0
tier1_main_001635,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,4,3,CN,AD,9,3,-6,1,11,0.09090909090909091,0.3333333333333333,1,11,0.09090909090909091,0.3333333333333333,1,0,0.0,468,0,0.0,117,0,0.0,156,0,0.0,39,0,0.0,0.0,0.0
tier1_main_001637,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,4,4,CN,AD,3,3,0,1,5,0.2,0.3333333333333333,1,5,0.2,0.3333333333333333,1,0,0.0,156,0,0.0,39,0,0.0,156,0,0.0,39,0,0.0,0.0,0.0
tier1_main_001639,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,4,5,CN,AD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,265,0,0.0,60,0,0.0,159,0,0.0,36,0,0.0,0.0,0.0
tier1_main_001641,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,5,1,CN,AD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,255,0,0.0,70,0,0.0,153,0,0.0,42,0,0.0,0.0,0.0
tier1_main_001643,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,5,2,CN,AD,5,9,4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,260,0,0.0,65,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001645,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,5,3,CN,AD,3,9,6,1,11,0.09090909090909091,0.3333333333333333,1,11,0.09090909090909091,0.3333333333333333,1,0,0.0,156,0,0.0,39,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001647,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,5,4,CN,AD,9,1,-8,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,52,0,0.0,13,0,0.0,0.0,0.0
tier1_main_001649,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,5,5,CN,AD,3,5,2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,159,0,0.0,36,0,0.0,265,0,0.0,60,0,0.0,0.0,0.0
tier1_main_001651,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,6,1,CN,AD,9,5,-4,1,13,0.07692307692307693,0.2,1,13,0.07692307692307693,0.2,1,0,0.0,459,0,0.0,126,0,0.0,255,0,0.0,70,0,0.0,0.0,0.0
tier1_main_001653,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,6,2,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001655,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,6,3,CN,AD,5,5,0,1,9,0.1111111111111111,0.2,1,9,0.1111111111111111,0.2,1,0,0.0,260,0,0.0,65,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001657,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,6,4,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001659,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,6,5,CN,AD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,265,0,0.0,60,0,0.0,159,0,0.0,36,0,0.0,0.0,0.0
tier1_main_001661,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,7,1,CN,AD,3,3,0,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,153,0,0.0,42,0,0.0,153,0,0.0,42,0,0.0,0.0,0.0
tier1_main_001663,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,7,2,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001665,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,7,3,CN,AD,3,3,0,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,156,0,0.0,39,0,0.0,0.0,0.0
tier1_main_001667,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,7,4,CN,AD,5,9,4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,260,0,0.0,65,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001669,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,7,5,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,477,0,0.0,108,0,0.0,477,0,0.0,108,0,0.0,0.0,0.0
tier1_main_001671,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,8,1,CN,AD,9,5,-4,1,13,0.07692307692307693,0.2,1,13,0.07692307692307693,0.2,1,0,0.0,459,0,0.0,126,0,0.0,255,0,0.0,70,0,0.0,0.0,0.0
tier1_main_001673,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,8,2,CN,AD,5,5,0,1,9,0.1111111111111111,0.2,1,9,0.1111111111111111,0.2,1,0,0.0,260,0,0.0,65,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001675,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,8,3,CN,AD,9,1,-8,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,52,0,0.0,13,0,0.0,0.0,0.0
tier1_main_001677,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,8,4,CN,AD,9,9,0,1,17,0.058823529411764705,0.1111111111111111,1,17,0.058823529411764705,0.1111111111111111,1,0,0.0,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001679,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,8,5,CN,AD,3,5,2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,159,0,0.0,36,0,0.0,265,0,0.0,60,0,0.0,0.0,0.0
tier1_main_001681,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,9,1,CN,AD,9,5,-4,1,13,0.07692307692307693,0.2,1,13,0.07692307692307693,0.2,1,0,0.0,459,0,0.0,126,0,0.0,255,0,0.0,70,0,0.0,0.0,0.0
tier1_main_001683,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,9,2,CN,AD,5,5,0,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,260,0,0.0,65,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001685,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,9,3,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001687,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,9,4,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,156,0,0.0,39,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001689,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,9,5,CN,AD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,477,0,0.0,108,0,0.0,265,0,0.0,60,0,0.0,0.0,0.0
tier1_main_001691,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,10,1,CN,AD,9,9,0,1,17,0.058823529411764705,0.1111111111111111,1,17,0.058823529411764705,0.1111111111111111,1,0,0.0,459,0,0.0,126,0,0.0,459,0,0.0,126,0,0.0,0.0,0.0
tier1_main_001693,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,10,2,CN,AD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001695,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,10,3,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001697,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,10,4,CN,AD,5,1,-4,0,6,0.0,0.0,0,6,0.0,0.0,0,0,,260,0,0.0,65,0,0.0,52,0,0.0,13,0,0.0,0.0,0.0
tier1_main_001699,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,10,5,CN,AD,9,9,0,1,17,0.058823529411764705,0.1111111111111111,1,17,0.058823529411764705,0.1111111111111111,1,0,0.0,477,0,0.0,108,0,0.0,477,0,0.0,108,0,0.0,0.0,0.0
tier1_main_001701,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,11,1,CN,AD,5,3,-2,0,8,0.0,0.0,0,8,0.0,0.0,0,0,,255,0,0.0,70,0,0.0,153,0,0.0,42,0,0.0,0.0,0.0
tier1_main_001703,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,11,2,CN,AD,9,5,-4,0,14,0.0,0.0,0,14,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,260,0,0.0,65,0,0.0,0.0,0.0
tier1_main_001705,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,11,3,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001707,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,11,4,CN,AD,9,9,0,0,18,0.0,0.0,0,18,0.0,0.0,0,0,,468,0,0.0,117,0,0.0,468,0,0.0,117,0,0.0,0.0,0.0
tier1_main_001709,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,11,5,CN,AD,9,1,-8,0,10,0.0,0.0,0,10,0.0,0.0,0,0,,477,0,0.0,108,0,0.0,53,0,0.0,12,0,0.0,0.0,0.0
tier1_main_001711,P0,P0_derivative_amplitude_deciles,DERIVED_DECILES_ALL,ds004504__EC,AD_vs_CN,12,1,CN,AD,3,9,6,0,12,0.0,0.0,0,12,0.0,0.0,0,0,,153,0,0.0,42,0,0.0,459,0,0.0,126,0,0.0,0.0,0.0
