"condition","task","analysis_scope","representation","representation_raw","representation_family","method","model_role","manuscript_role","mean_macroF1","mean_MCC","mean_balanced_accuracy","mean_model_size","mean_n_relations","mean_n_feature_mentions","n_rows","n_repeats","rank"
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.679797426314593,0.423128868115875,0.681674242424242,NA,NA,NA,20,20,7
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.714885094386706,0.459368910969698,0.715409090909091,NA,NA,NA,20,20,3
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.706426335142452,0.450407569865384,0.703272727272727,NA,NA,NA,20,20,4
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.662105554346259,0.403799289351366,0.66394696969697,NA,NA,NA,20,20,8
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.740816633925444,0.504725996711144,0.756795454545454,2,1,2,20,20,2
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Tuned compact k-TSP envelope","best_compact_rank_rule","descriptive tuned compact sensitivity envelope",0.773810356816872,0.566662296564131,0.786219696969697,5.11,2.555,5.11,20,20,1
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.68193793563969,0.392999049747841,0.686590909090909,NA,NA,NA,20,20,5
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.68193793563969,0.392999049747841,0.686590909090909,NA,NA,NA,20,20,6
"EO/photo","AD+FTD vs CN","best_representation_landscape","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","kNN","standard_ML","standard ML baseline",0.704064705609049,0.425432965016371,0.710060606060606,NA,NA,NA,20,20,1
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.748615134865135,0.538958833325122,0.757083333333333,NA,NA,NA,20,20,10
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.801797785547786,0.634325161964787,0.809666666666667,5.49,2.745,5.49,20,20,4
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.80937148962149,0.655529521246106,0.818333333333333,6,3,6,20,20,1
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.786683039183039,0.603996598678258,0.795666666666667,4.81,2.405,4.81,20,20,8
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.803229215229215,0.639973333108261,0.810333333333333,8,4,8,20,20,3
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.797871517371517,0.630459919736131,0.806666666666667,6.06,3.03,6.06,20,20,5
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.786730574980575,0.596911762975669,0.7915,8,4,8,20,20,7
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.791812382062382,0.620718240705135,0.802083333333333,6.06,3.03,6.06,20,20,6
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","kNN","standard_ML","standard ML baseline",0.63559799595829,0.328469745958389,0.650916666666667,NA,NA,NA,20,20,17
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Lasso LR","standard_ML","standard ML baseline",0.776492504227798,0.59129116878871,0.783666666666667,NA,NA,NA,20,20,9
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.696572788322788,0.436063508888935,0.704833333333333,NA,NA,NA,20,20,13
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,19
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.80887703962704,0.641061215679468,0.812166666666667,7.28,3.64,7.28,20,20,2
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.68756906981907,0.414031945839228,0.697,NA,NA,NA,20,20,14
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.607185205317558,0.32952324641064,0.639916666666667,NA,NA,NA,20,20,18
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Shrinkage LDA","standard_ML","standard ML baseline",0.732890748140748,0.506403318176164,0.745916666666667,NA,NA,NA,20,20,11
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.727242368742369,0.505218223412639,0.739166666666667,2,1,2,20,20,12
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.66702886002886,0.369957011440591,0.678583333333333,NA,NA,NA,20,20,15
"EO/photo","FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.66702886002886,0.369957011440591,0.678583333333333,NA,NA,NA,20,20,16
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.656723114303997,0.384222288057564,0.6745,NA,NA,NA,20,20,7
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.601208097458098,0.248018102885534,0.613916666666667,6.11,3.055,6.11,20,20,11
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.586272755022755,0.217723424445929,0.602916666666667,6,3,6,20,20,12
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.564027861027861,0.180159515766444,0.582916666666667,4.91,2.455,4.91,20,20,15
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.628960178710179,0.300077858413022,0.642583333333333,8,4,8,20,20,9
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.57413098013098,0.191831583621208,0.591,6.23,3.115,6.23,20,20,13
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.661736208236208,0.365677894768621,0.670916666666667,8,4,8,20,20,6
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.603721944721945,0.250532131909774,0.616,6.23,3.115,6.23,20,20,10
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","kNN","standard_ML","standard ML baseline",0.564720745757511,0.247460573566261,0.60525,NA,NA,NA,20,20,14
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.664434149184149,0.386892084761152,0.675666666666667,NA,NA,NA,20,20,5
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.709254079254079,0.448908797636404,0.713916666666667,NA,NA,NA,20,20,2
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,19
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.656504079254079,0.35794059083428,0.668,7.76,3.88,7.76,20,20,8
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.670992895992896,0.384221851896105,0.679916666666667,NA,NA,NA,20,20,3
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.66508363205422,0.403099908307408,0.68025,NA,NA,NA,20,20,4
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.759482545232545,0.554160234195952,0.7635,NA,NA,NA,20,20,1
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.556843156843157,0.160669305386008,0.574666666666667,2,1,2,20,20,16
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.552494644244644,0.136168268591487,0.56425,NA,NA,NA,20,20,17
"EO/photo","FTD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.552494644244644,0.136168268591487,0.56425,NA,NA,NA,20,20,18
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.648129408989703,0.373794719265973,0.6655,NA,NA,NA,20,20,9
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.646686618936619,0.335672246457208,0.659333333333333,6.64,3.32,6.64,20,20,10
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.624585883071177,0.307110872041116,0.642416666666667,6,3,6,20,20,13
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.625780688265982,0.30767232996983,0.6435,5.63,2.815,5.63,20,20,12
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.657306776556777,0.361228100447563,0.670333333333333,8,4,8,20,20,5
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.646681290931291,0.342540115502917,0.660833333333333,7.23,3.615,7.23,20,20,11
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.656321012321012,0.355180061358597,0.667916666666667,8,4,8,20,20,6
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.649389190874485,0.345206307014562,0.663583333333333,7.23,3.615,7.23,20,20,7
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","kNN","standard_ML","standard ML baseline",0.569899677936443,0.267511755823088,0.61225,NA,NA,NA,20,20,18
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.601966215157392,0.283696462478137,0.625,NA,NA,NA,20,20,16
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.671139138639139,0.388814720066774,0.6805,NA,NA,NA,20,20,3
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,19
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.648351121101121,0.342335813874806,0.660916666666667,7.66,3.83,7.66,20,20,8
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.666767732267732,0.37723518710095,0.67725,NA,NA,NA,20,20,4
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.678473217958512,0.422328508709616,0.691416666666667,NA,NA,NA,20,20,2
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.737537684537685,0.512154961612553,0.745666666666667,NA,NA,NA,20,20,1
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.592162476412476,0.235389267901148,0.60975,2,1,2,20,20,17
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.61601381951382,0.261498313456172,0.624916666666667,NA,NA,NA,20,20,14
"EO/photo","FTD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.61601381951382,0.261498313456172,0.624916666666667,NA,NA,NA,20,20,15
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.792073232323232,0.613321953662109,0.798416666666667,NA,NA,NA,20,20,3
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.76915231990232,0.570492192341268,0.77625,5.37,2.685,5.37,20,20,5
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.664676958662253,0.39379332632363,0.677666666666667,6,3,6,20,20,15
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.744795704295704,0.527947832616423,0.753583333333333,4.31,2.155,4.31,20,20,9
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.645555837136719,0.380215996231304,0.668416666666667,8,4,8,20,20,16
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.759822760572761,0.556278456416084,0.769083333333333,5.47,2.735,5.47,20,20,7
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.704369592825475,0.492378439908946,0.718083333333333,8,4,8,20,20,11
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.788199578199578,0.605276302370459,0.794166666666667,5.47,2.735,5.47,20,20,4
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","kNN","standard_ML","standard ML baseline",0.712458014208014,0.45939027770257,0.7195,NA,NA,NA,20,20,10
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Lasso LR","standard_ML","standard ML baseline",0.809652347652348,0.652125737923884,0.815416666666667,NA,NA,NA,20,20,2
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.767245199245199,0.570219915774709,0.775583333333333,NA,NA,NA,20,20,6
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,19
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.680130772821949,0.456917006660988,0.69925,7.86,3.93,7.86,20,20,12
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.666412642912643,0.365495200561815,0.675166666666667,NA,NA,NA,20,20,14
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.810320152070152,0.65708813004033,0.8185,NA,NA,NA,20,20,1
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Shrinkage LDA","standard_ML","standard ML baseline",0.749758991008991,0.545629357850688,0.7655,NA,NA,NA,20,20,8
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.679154064889359,0.407289620354803,0.6925,2,1,2,20,20,13
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.63744067044067,0.311647193019754,0.651333333333333,NA,NA,NA,20,20,17
"EO/photo","FTD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.63744067044067,0.311647193019754,0.651333333333333,NA,NA,NA,20,20,18
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.616941857162445,0.312923611852577,0.6345,NA,NA,NA,20,20,15
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.675772474257768,0.416090386634825,0.69675,6.04,3.02,6.04,20,20,7
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.696350038850039,0.461655321084314,0.718833333333333,6,3,6,20,20,4
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.67846275946276,0.423261860920597,0.70125,4.95,2.475,4.95,20,20,6
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.683487900987901,0.438514488225904,0.705166666666667,8,4,8,20,20,5
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.674926292661587,0.404761390914077,0.694166666666667,6.61,3.305,6.61,20,20,8
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.661618686868687,0.382225495023014,0.677416666666667,8,4,8,20,20,11
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.666881424131424,0.394130831216252,0.685416666666667,6.61,3.305,6.61,20,20,10
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","kNN","standard_ML","standard ML baseline",0.639649767715944,0.366666419949408,0.659833333333333,NA,NA,NA,20,20,13
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.605145986366575,0.267035722370262,0.619833333333333,NA,NA,NA,20,20,16
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.634988233988234,0.306107287509464,0.645583333333333,NA,NA,NA,20,20,14
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,19
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.667706321456321,0.403484233289558,0.687,7.54,3.77,7.54,20,20,9
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.647134448884449,0.334114253044397,0.656583333333333,NA,NA,NA,20,20,12
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.704422827172827,0.45489116504942,0.7125,NA,NA,NA,20,20,3
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.741751262626263,0.519126187946662,0.751,NA,NA,NA,20,20,1
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.735446664446665,0.524762836562852,0.753583333333333,2,1,2,20,20,2
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.573851065601066,0.189009297982315,0.588916666666667,NA,NA,NA,20,20,17
"EO/photo","FTD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.573851065601066,0.189009297982315,0.588916666666667,NA,NA,NA,20,20,18
"EO/photo","FTD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.80887703962704,0.641061215679468,0.812166666666667,7.28,3.64,7.28,20,20,2
"EO/photo","FTD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.68756906981907,0.414031945839228,0.697,NA,NA,NA,20,20,3
"EO/photo","FTD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Tuned compact k-TSP envelope","best_compact_rank_rule","descriptive tuned compact sensitivity envelope",0.80937148962149,0.655529521246106,0.818333333333333,6,3,6,20,20,1
"EO/photo","FTD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.66702886002886,0.369957011440591,0.678583333333333,NA,NA,NA,20,20,4
"EO/photo","FTD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.66702886002886,0.369957011440591,0.678583333333333,NA,NA,NA,20,20,5
"EO/photo","FTD vs CN","best_representation_landscape","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.358193277310924,0,0.5,NA,NA,NA,20,20,2
"EO/photo","FTD vs CN","best_representation_landscape","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.759482545232545,0.554160234195952,0.7635,NA,NA,NA,20,20,1
