"condition","task","analysis_scope","representation","representation_raw","representation_family","method","model_role","manuscript_role","mean_macroF1","mean_MCC","mean_balanced_accuracy","mean_model_size","mean_n_relations","mean_n_feature_mentions","n_rows","n_repeats","rank"
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.74761934861664,0.538140605633799,0.752422619047619,NA,NA,NA,20,20,9
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.749878995187819,0.535061151918173,0.760732142857143,5.44,2.72,5.44,20,20,8
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.75365072264337,0.539724356238329,0.763482142857143,6,3,6,20,20,7
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.729520858226741,0.495111357065464,0.740386904761905,4.81,2.405,4.81,20,20,15
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.769478505154976,0.569143291915051,0.779267857142857,8,4,8,20,20,4
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.746011765195589,0.527254891168004,0.756446428571429,6.05,3.025,6.05,20,20,10
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.799249845742493,0.629033474369374,0.809517857142857,8,4,8,20,20,2
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.761845685360391,0.548287670192132,0.769255952380952,6.05,3.025,6.05,20,20,5
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","kNN","standard_ML","standard ML baseline",0.715160629403276,0.47007855228431,0.72797619047619,NA,NA,NA,20,20,16
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Lasso LR","standard_ML","standard ML baseline",0.731316557109901,0.512219433097882,0.738386904761905,NA,NA,NA,20,20,14
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.754134728833258,0.539541344302977,0.760458333333333,NA,NA,NA,20,20,6
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,19
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.780675141035435,0.592027674664738,0.791130952380952,7.8,3.9,7.8,20,20,3
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.810428928914223,0.648383493215519,0.81575,NA,NA,NA,20,20,1
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.656024355632328,0.390833937070788,0.67447619047619,NA,NA,NA,20,20,18
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Shrinkage LDA","standard_ML","standard ML baseline",0.737613504787266,0.504351367639465,0.743208333333333,NA,NA,NA,20,20,11
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.688078865578866,0.419932325161129,0.701690476190476,2,1,2,20,20,17
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.732529624786978,0.491774892708588,0.737565476190476,NA,NA,NA,20,20,12
"EC","AD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.732529624786978,0.491774892708588,0.737565476190476,NA,NA,NA,20,20,13
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.671898285151381,0.398790473113091,0.682244047619048,NA,NA,NA,20,20,16
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.696392062529833,0.434504416471276,0.710125,5.49,2.745,5.49,20,20,12
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.712826618170271,0.462822692636345,0.724428571428571,6,3,6,20,20,8
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.690783674658675,0.426258567014052,0.705648809523809,4.9,2.45,4.9,20,20,13
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.718178065871177,0.480003420072292,0.729803571428571,8,4,8,20,20,7
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.68414426539233,0.413184186650672,0.698130952380952,6.08,3.04,6.08,20,20,14
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.733163686932263,0.501591021418028,0.741267857142857,8,4,8,20,20,3
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.697916797255033,0.436336165058779,0.710619047619048,6.08,3.04,6.08,20,20,11
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","kNN","standard_ML","standard ML baseline",0.662397807258101,0.360540724101538,0.675083333333333,NA,NA,NA,20,20,17
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.661312316596372,0.375164342721085,0.670285714285714,NA,NA,NA,20,20,18
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.69874041812161,0.431550579940631,0.706839285714286,NA,NA,NA,20,20,10
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,19
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.72253556363657,0.484317844518562,0.734309523809524,7.44,3.72,7.44,20,20,6
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.785277827564592,0.590007083932147,0.789404761904762,NA,NA,NA,20,20,1
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.683913736847947,0.418638323551801,0.692714285714286,NA,NA,NA,20,20,15
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.774838062393403,0.571296929493254,0.778416666666667,NA,NA,NA,20,20,2
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.702777208086031,0.443735862692555,0.715690476190476,2,1,2,20,20,9
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.726756589944283,0.474318113849594,0.729988095238095,NA,NA,NA,20,20,4
"EC","AD vs CN","all_representations","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.726756589944283,0.474318113849594,0.729988095238095,NA,NA,NA,20,20,5
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.682210748616708,0.418323563426527,0.690833333333333,NA,NA,NA,20,20,8
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.666998918651008,0.403036836228468,0.680946428571428,6.3,3.15,6.3,20,20,14
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.65119558404272,0.38414899146028,0.668083333333333,6,3,6,20,20,17
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.654982652967947,0.386780799794243,0.670345238095238,5.4,2.7,5.4,20,20,15
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.673399566120154,0.418432231688452,0.687142857142857,8,4,8,20,20,12
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.651821088955764,0.378872125968793,0.66739880952381,6.91,3.455,6.91,20,20,16
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.691392772174506,0.452838636334854,0.702708333333333,8,4,8,20,20,7
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.668784280348135,0.402204499129827,0.681321428571429,6.91,3.455,6.91,20,20,13
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","kNN","standard_ML","standard ML baseline",0.681710133820428,0.412442215168094,0.698797619047619,NA,NA,NA,20,20,9
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.674895181272116,0.409103234663826,0.684571428571429,NA,NA,NA,20,20,11
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.72774953980488,0.481197127199711,0.733321428571429,NA,NA,NA,20,20,5
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,19
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.678704172633352,0.425608125538056,0.691946428571429,7.54,3.77,7.54,20,20,10
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.793610836875543,0.606140216016357,0.797696428571429,NA,NA,NA,20,20,1
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.700506706356939,0.453421028934963,0.709261904761905,NA,NA,NA,20,20,6
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.755754632665236,0.536900073347662,0.759291666666667,NA,NA,NA,20,20,2
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.635173570065985,0.354223619938909,0.654994047619048,2,1,2,20,20,18
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.738107617442757,0.505243750099008,0.744119047619048,NA,NA,NA,20,20,3
"EC","AD vs CN","all_representations","Raw amplitude deciles","RAW_DECILES","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.738107617442757,0.505243750099008,0.744119047619048,NA,NA,NA,20,20,4
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.756623159477262,0.558071012318868,0.761625,NA,NA,NA,20,20,14
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.796249724948254,0.620172671163163,0.805160714285714,5.22,2.61,5.22,20,20,4
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.765087992073286,0.601133823803562,0.787357142857143,6,3,6,20,20,10
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.784328092658975,0.595425835301312,0.792654761904762,4.17,2.085,4.17,20,20,6
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.792309125858662,0.640884583998936,0.810940476190476,8,4,8,20,20,5
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.798192063655299,0.623913983522943,0.807035714285714,5.25,2.625,5.25,20,20,3
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.765287898376134,0.616696587854777,0.791880952380952,8,4,8,20,20,9
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.798842496555732,0.624109669737072,0.807422619047619,5.25,2.625,5.25,20,20,2
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","kNN","standard_ML","standard ML baseline",0.758337922698217,0.540890139484027,0.764857142857143,NA,NA,NA,20,20,13
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Lasso LR","standard_ML","standard ML baseline",0.759719217057452,0.562479506986412,0.764375,NA,NA,NA,20,20,12
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.754759269239532,0.536654858520881,0.759666666666667,NA,NA,NA,20,20,15
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,19
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.762041924578689,0.607050881031878,0.787761904761905,7.16,3.58,7.16,20,20,11
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Random forest","standard_ML","standard ML baseline",0.802589345295228,0.629425625650901,0.808011904761905,NA,NA,NA,20,20,1
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.743156989896928,0.527699524481727,0.747130952380952,NA,NA,NA,20,20,17
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Shrinkage LDA","standard_ML","standard ML baseline",0.732740042637101,0.499951554626227,0.736988095238095,NA,NA,NA,20,20,18
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.750714391001156,0.549227296093913,0.765232142857143,2,1,2,20,20,16
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.779066978085554,0.582390120236525,0.783767857142857,NA,NA,NA,20,20,7
"EC","AD vs CN","all_representations","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.779066978085554,0.582390120236525,0.783767857142857,NA,NA,NA,20,20,8
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Elastic-net LR","standard_ML","standard ML baseline",0.674665809293905,0.414810337853467,0.686779761904762,NA,NA,NA,20,20,16
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.731567085692086,0.49557650170854,0.738285714285714,4.69,2.345,4.69,20,20,4
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.690664373251448,0.418724208531753,0.698619047619047,6,3,6,20,20,15
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.733714154309743,0.4957102855951,0.740261904761905,4.23,2.115,4.23,20,20,3
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.695086387511697,0.433301320616421,0.702732142857143,8,4,8,20,20,12
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=5 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.734806783902372,0.498826754694397,0.741363095238095,5.69,2.845,5.69,20,20,2
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=9 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.691093423776086,0.421171068986447,0.69839880952381,8,4,8,20,20,13
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","k-TSP k=9 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.716066814764183,0.472049729018432,0.724107142857143,5.69,2.845,5.69,20,20,7
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","kNN","standard_ML","standard ML baseline",0.714631876293641,0.464795841725916,0.727130952380952,NA,NA,NA,20,20,8
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Lasso LR","standard_ML","standard ML baseline",0.668460813008801,0.396672561967149,0.678625,NA,NA,NA,20,20,17
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Linear SVM","standard_ML","standard ML baseline",0.637675733709016,0.305450461546618,0.647238095238095,NA,NA,NA,20,20,18
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,19
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.690855585633836,0.424360072470861,0.699208333333333,6.64,3.32,6.64,20,20,14
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Random forest","standard_ML","standard ML baseline",0.774898354827147,0.57371542996614,0.780285714285714,NA,NA,NA,20,20,1
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Ridge LR","standard_ML","standard ML baseline",0.699737647500419,0.456581023827149,0.706732142857143,NA,NA,NA,20,20,11
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.731091065925818,0.492058781455661,0.736517857142857,NA,NA,NA,20,20,5
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","TSP","TSP_reference","single-pair TSP technical reference",0.730896316102198,0.490195351881139,0.73747619047619,2,1,2,20,20,6
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","XGBoost","standard_ML","standard ML baseline",0.703126317310141,0.431845328100907,0.710547619047619,NA,NA,NA,20,20,9
"EC","AD vs CN","all_representations","Regional amplitude-decile aggregates","REGION_AGGREGATES_ALL","amplitude-decile","XGBoost shallow","standard_ML","standard ML baseline",0.703126317310141,0.431845328100907,0.710547619047619,NA,NA,NA,20,20,10
"EC","AD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Global-best standard ML","global_best_ML","global-best standard ML marker",0.810428928914223,0.648383493215519,0.81575,NA,NA,NA,20,20,1
"EC","AD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Primary k-TSP","primary_kTSP","pre-specified primary compact rank-rule model",0.780675141035435,0.592027674664738,0.791130952380952,7.8,3.9,7.8,20,20,3
"EC","AD vs CN","best_representation_landscape","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Tuned compact k-TSP envelope","best_compact_rank_rule","descriptive tuned compact sensitivity envelope",0.799249845742493,0.629033474369374,0.809517857142857,8,4,8,20,20,2
"EC","AD vs CN","best_representation_landscape","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Majority","standard_ML","standard ML baseline",0.356411483253589,0,0.5,NA,NA,NA,20,20,2
"EC","AD vs CN","best_representation_landscape","Derived decile summaries","DERIVED_DECILES_ALL","amplitude-decile","Shrinkage LDA","standard_ML","standard ML baseline",0.774838062393403,0.571296929493254,0.778416666666667,NA,NA,NA,20,20,1
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.756623159477262,0.558071012318868,0.761625,NA,NA,NA,20,20,5
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","kNN","standard_ML","standard ML baseline",0.758337922698217,0.540890139484027,0.764857142857143,NA,NA,NA,20,20,4
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Lasso LR","standard_ML","standard ML baseline",0.759719217057452,0.562479506986412,0.764375,NA,NA,NA,20,20,3
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Linear SVM","standard_ML","standard ML baseline",0.754759269239532,0.536654858520881,0.759666666666667,NA,NA,NA,20,20,6
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","Ridge LR","standard_ML","standard ML baseline",0.743156989896928,0.527699524481727,0.747130952380952,NA,NA,NA,20,20,8
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","TSP","TSP_reference","single-pair TSP technical reference",0.750714391001156,0.549227296093913,0.765232142857143,2,1,2,20,20,7
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost","standard_ML","standard ML baseline",0.779066978085554,0.582390120236525,0.783767857142857,NA,NA,NA,20,20,1
"EC","AD vs CN","best_representation_landscape","Regional absolute PSD/bandpower","PSD_REGION_ABSOLUTE","PSD/bandpower","XGBoost shallow","standard_ML","standard ML baseline",0.779066978085554,0.582390120236525,0.783767857142857,NA,NA,NA,20,20,2
"EC","AD+FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","Elastic-net LR","standard_ML","standard ML baseline",0.732814348739161,0.514242118266457,0.724242424242424,NA,NA,NA,20,20,8
"EC","AD+FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP CV non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.710795906440593,0.465299482234772,0.739136363636364,5.73,2.865,5.73,20,20,12
"EC","AD+FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.715092452804894,0.472443712430197,0.742863636363636,6,3,6,20,20,11
"EC","AD+FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=3 non-disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.688609547653107,0.424868833979367,0.717666666666667,5.04,2.52,5.04,20,20,16
"EC","AD+FTD vs CN","all_representations","Channel-band absolute PSD/bandpower","PSD_ABSOLUTE_CHANNEL_BAND","PSD/bandpower","k-TSP k=5 disjoint","rank_rule_sensitivity","rank_rule_sensitivity",0.739197303576608,0.525278237956871,0.772545454545455,8,4,8,20,20,6
